Date,Total estimated earnings,AFV earnings,YouTube earnings,Transactions
"Mar 20, 2013",$0.00,$0.00,$0.00,$0.00
"Mar 19, 2013",$0.04,$0.04,$0.00,$0.00
"Mar 14, 2013",$0.00,$0.00,$0.00,$0.00
"Mar 13, 2013",$0.10,$0.09,$0.00,$0.00
"Mar 09, 2013",$0.00,$0.00,$0.00,$0.00
"Mar 07, 2013",$0.00,$0.00,$0.00,$0.00
"Mar 03, 2013",$0.00,$0.00,$0.00,$0.00
"Mar 01, 2013",$0.09,$0.09,$0.00,$0.00
"Feb 28, 2013",$0.06,$0.06,$0.00,$0.00
"Feb 27, 2013",$0.05,$0.05,$0.00,$0.00
"Feb 20, 2013",$0.01,$0.00,$0.00,$0.00
"Feb 19, 2013",$0.00,$0.00,$0.00,$0.00
"Feb 17, 2013",$0.00,$0.00,$0.00,$0.00
"Feb 14, 2013",$0.00,$0.00,$0.00,$0.00
"Feb 12, 2013",$0.03,$0.03,$0.00,$0.00
"Feb 11, 2013",$0.01,$0.00,$0.01,$0.00
"Feb 09, 2013",$0.00,$0.00,$0.00,$0.00
"Feb 08, 2013",$0.01,$0.00,$0.01,$0.00
"Feb 07, 2013",$0.01,$0.00,$0.01,$0.00
"Feb 05, 2013",$0.00,$0.00,$0.00,$0.00
"Feb 03, 2013",$0.01,$0.00,$0.01,$0.00
"Feb 01, 2013",$0.03,$0.03,$0.00,$0.00
"Jan 31, 2013",$0.06,$0.06,$0.00,$0.00
"Jan 30, 2013",$0.10,$0.10,$0.01,$0.00
"Jan 29, 2013",$0.00,$0.00,$0.00,$0.00
"Jan 27, 2013",$0.04,$0.03,$0.01,$0.00
"Jan 26, 2013",$0.03,$0.03,$0.00,$0.00
"Jan 25, 2013",$0.00,$0.00,$0.00,$0.00
"Jan 20, 2013",$0.02,$0.02,$0.00,$0.00
"Jan 19, 2013",$0.00,$0.00,$0.00,$0.00
"Jan 18, 2013",$0.00,$0.00,$0.00,$0.00
"Jan 16, 2013",$0.02,$0.02,$0.00,$0.00
"Jan 15, 2013",$0.03,$0.03,$0.00,$0.00
"Jan 14, 2013",$0.00,$0.00,$0.00,$0.00
"Jan 13, 2013",$0.01,$0.00,$0.01,$0.00
"Jan 12, 2013",$0.00,$0.00,$0.00,$0.00
"Jan 09, 2013",$0.03,$0.03,$0.00,$0.00
"Jan 06, 2013",$0.00,$0.00,$0.00,$0.00
"Jan 04, 2013",$0.00,$0.00,$0.00,$0.00
"Jan 01, 2013",$0.01,$0.00,$0.00,$0.00
"Dec 31, 2012",$0.00,$0.00,$0.00,$0.00
"Dec 30, 2012",$0.01,$0.00,$0.01,$0.00
"Dec 25, 2012",$0.00,$0.00,$0.00,$0.00
"Dec 21, 2012",$0.01,$0.00,$0.01,$0.00
"Dec 19, 2012",$0.03,$0.02,$0.01,$0.00
"Dec 18, 2012",$0.14,$0.14,$0.00,$0.00
"Dec 17, 2012",$0.00,$0.00,$0.00,$0.00
"Dec 16, 2012",$0.17,$0.17,$0.00,$0.00
"Dec 15, 2012",$0.12,$0.11,$0.01,$0.00
"Dec 14, 2012",$0.00,$0.00,$0.00,$0.00
"Dec 13, 2012",$0.01,$0.00,$0.01,$0.00
"Dec 12, 2012",$0.12,$0.09,$0.02,$0.00
"Dec 11, 2012",$0.09,$0.07,$0.02,$0.00
"Dec 10, 2012",$0.17,$0.16,$0.00,$0.00
"Dec 09, 2012",$0.12,$0.10,$0.01,$0.00
"Dec 08, 2012",$0.05,$0.05,$0.00,$0.00
"Dec 07, 2012",$0.02,$0.00,$0.02,$0.00
"Dec 06, 2012",$0.04,$0.00,$0.04,$0.00
"Dec 05, 2012",$0.03,$0.00,$0.02,$0.00
"Dec 04, 2012",$0.02,$0.01,$0.01,$0.00
"Dec 03, 2012",$0.08,$0.07,$0.01,$0.00
