Date,Total estimated earnings,AFV earnings,YouTube earnings,Transactions
"Mar 17, 2013",$0.02,$0.02,$0.00,$0.00
"Mar 05, 2013",$0.03,$0.00,$0.03,$0.00
"Mar 01, 2013",$0.00,$0.00,$0.00,$0.00
"Feb 28, 2013",$0.11,$0.10,$0.01,$0.00
"Feb 21, 2013",$0.01,$0.01,$0.00,$0.00
"Feb 10, 2013",$0.00,$0.00,$0.00,$0.00
"Feb 01, 2013",$0.00,$0.00,$0.00,$0.00
"Jan 28, 2013",$0.00,$0.00,$0.00,$0.00
"Jan 10, 2013",$0.03,$0.03,$0.00,$0.00
"Jan 08, 2013",$0.00,$0.00,$0.00,$0.00
"Dec 28, 2012",$0.00,$0.00,$0.00,$0.00
"Dec 20, 2012",$0.01,$0.00,$0.01,$0.00
"Dec 13, 2012",$0.09,$0.09,$0.00,$0.00
"Dec 09, 2012",$0.04,$0.04,$0.00,$0.00
"Dec 08, 2012",$0.03,$0.03,$0.00,$0.00
"Dec 07, 2012",$0.06,$0.06,$0.00,$0.00
"Dec 05, 2012",$0.14,$0.14,$0.00,$0.00
"Dec 01, 2012",$0.01,$0.01,$0.00,$0.00
"Nov 29, 2012",$0.01,$0.00,$0.01,$0.00
"Nov 28, 2012",$0.15,$0.15,$0.00,$0.00
"Nov 26, 2012",$0.10,$0.10,$0.00,$0.00
"Nov 24, 2012",$0.00,$0.00,$0.00,$0.00
"Nov 14, 2012",$0.20,$0.20,$0.00,$0.00
"Nov 13, 2012",$0.07,$0.07,$0.00,$0.00
"Nov 12, 2012",$0.07,$0.07,$0.00,$0.00
"Nov 06, 2012",$0.00,$0.00,$0.00,$0.00
"Nov 02, 2012",$0.00,$0.00,$0.00,$0.00
"Oct 31, 2012",$0.01,$0.00,$0.01,$0.00
"Oct 29, 2012",$0.03,$0.01,$0.02,$0.00
"Oct 27, 2012",$0.01,$0.00,$0.01,$0.00
"Oct 25, 2012",$0.00,$0.00,$0.00,$0.00
"Oct 24, 2012",$0.03,$0.03,$0.00,$0.00
"Oct 23, 2012",$0.00,$0.00,$0.00,$0.00
"Oct 19, 2012",$0.03,$0.03,$0.00,$0.00
"Oct 16, 2012",$0.09,$0.09,$0.00,$0.00
"Oct 15, 2012",$0.01,$0.00,$0.01,$0.00
"Oct 13, 2012",$0.14,$0.14,$0.00,$0.00
"Oct 10, 2012",$0.06,$0.06,$0.00,$0.00
"Oct 09, 2012",$0.01,$0.01,$0.00,$0.00
"Oct 08, 2012",$0.03,$0.00,$0.03,$0.00
"Oct 07, 2012",$0.01,$0.01,$0.00,$0.00
"Oct 04, 2012",$0.02,$0.02,$0.00,$0.00
"Sep 11, 2012",$0.04,$0.04,$0.00,$0.00
