Date,Total estimated earnings,AFV earnings,YouTube earnings,Transactions
"Mar 16, 2013",$0.01,$0.01,$0.00,$0.00
"Mar 12, 2013",$0.07,$0.06,$0.01,$0.00
"Mar 11, 2013",$0.04,$0.04,$0.00,$0.00
"Mar 02, 2013",$0.00,$0.00,$0.00,$0.00
"Mar 01, 2013",$0.01,$0.00,$0.01,$0.00
"Feb 28, 2013",$0.01,$0.01,$0.00,$0.00
"Feb 25, 2013",$0.00,$0.00,$0.00,$0.00
"Feb 21, 2013",$0.01,$0.01,$0.00,$0.00
"Feb 20, 2013",$0.01,$0.00,$0.01,$0.00
"Feb 18, 2013",$0.01,$0.00,$0.01,$0.00
"Feb 14, 2013",$0.01,$0.00,$0.01,$0.00
"Feb 13, 2013",$0.00,$0.00,$0.00,$0.00
"Feb 12, 2013",$0.04,$0.01,$0.03,$0.00
"Feb 10, 2013",$0.04,$0.04,$0.00,$0.00
"Feb 06, 2013",$0.09,$0.09,$0.00,$0.00
"Feb 05, 2013",$0.29,$0.29,$0.00,$0.00
"Feb 04, 2013",$0.02,$0.00,$0.02,$0.00
"Jan 29, 2013",$0.11,$0.11,$0.00,$0.00
"Jan 28, 2013",$0.02,$0.00,$0.02,$0.00
"Jan 21, 2013",$0.05,$0.04,$0.01,$0.00
"Jan 15, 2013",$0.00,$0.00,$0.00,$0.00
"Jan 14, 2013",$0.54,$0.54,$0.00,$0.00
"Jan 12, 2013",$0.05,$0.05,$0.00,$0.00
"Jan 09, 2013",$0.00,$0.00,$0.00,$0.00
"Dec 30, 2012",$0.01,$0.00,$0.01,$0.00
"Dec 28, 2012",$0.00,$0.00,$0.00,$0.00
"Dec 13, 2012",$0.02,$0.02,$0.00,$0.00
"Dec 06, 2012",$0.19,$0.19,$0.00,$0.00
"Dec 05, 2012",$0.12,$0.12,$0.00,$0.00
"Dec 01, 2012",$0.01,$0.01,$0.00,$0.00
"Nov 29, 2012",$0.01,$0.00,$0.01,$0.00
"Nov 24, 2012",$0.00,$0.00,$0.00,$0.00
"Nov 16, 2012",$0.03,$0.03,$0.01,$0.00
"Nov 14, 2012",$0.12,$0.12,$0.00,$0.00
"Nov 13, 2012",$0.08,$0.08,$0.00,$0.00
"Nov 12, 2012",$0.37,$0.37,$0.00,$0.00
"Nov 08, 2012",$0.04,$0.04,$0.00,$0.00
"Nov 05, 2012",$0.03,$0.00,$0.03,$0.00
"Nov 02, 2012",$0.04,$0.03,$0.01,$0.00
"Oct 31, 2012",$0.01,$0.00,$0.01,$0.00
"Oct 29, 2012",$0.16,$0.15,$0.02,$0.00
"Oct 28, 2012",$0.01,$0.00,$0.01,$0.00
"Oct 25, 2012",$0.00,$0.00,$0.00,$0.00
"Oct 23, 2012",$0.01,$0.00,$0.01,$0.00
"Oct 18, 2012",$0.02,$0.01,$0.00,$0.00
"Oct 16, 2012",$0.01,$0.01,$0.00,$0.00
"Oct 15, 2012",$0.01,$0.00,$0.01,$0.00
"Oct 14, 2012",$0.01,$0.00,$0.01,$0.00
"Oct 12, 2012",$0.03,$0.03,$0.00,$0.00
"Oct 11, 2012",$0.29,$0.29,$0.00,$0.00
"Oct 08, 2012",$0.02,$0.00,$0.02,$0.00
"Oct 03, 2012",$0.06,$0.06,$0.00,$0.00
"Oct 02, 2012",$0.01,$0.00,$0.01,$0.00
"Sep 30, 2012",$0.08,$0.08,$0.00,$0.00
"Sep 27, 2012",$0.03,$0.01,$0.02,$0.00
"Sep 20, 2012",$0.04,$0.04,$0.00,$0.00
"Sep 19, 2012",$0.06,$0.05,$0.01,$0.00
"Sep 18, 2012",$0.12,$0.12,$0.00,$0.00
"Sep 17, 2012",$0.01,$0.00,$0.01,$0.00
"Sep 12, 2012",$0.00,$0.00,$0.00,$0.00
"Sep 09, 2012",$0.02,$0.00,$0.02,$0.00
"Sep 07, 2012",$0.02,$0.02,$0.00,$0.00
"Sep 06, 2012",$0.07,$0.07,$0.00,$0.00
"Sep 04, 2012",$0.01,$0.00,$0.01,$0.00
"Sep 01, 2012",$0.01,$0.00,$0.01,$0.00
