Date,Views,Estimated minutes watched,Average view duration,Unique cookies
"Mar 20, 2013",5,8,1.58,3
"Mar 19, 2013",7,25,3.56,5
"Mar 18, 2013",12,27,2.27,8
"Mar 17, 2013",7,26,3.68,6
"Mar 16, 2013",3,3,1.05,2
"Mar 15, 2013",2,2,1.23,1
"Mar 14, 2013",9,15,1.71,6
"Mar 13, 2013",9,24,2.62,5
"Mar 12, 2013",2,7,3.32,2
"Mar 11, 2013",5,7,1.33,5
"Mar 10, 2013",5,8,1.58,3
"Mar 09, 2013",1,0,0.07,1
"Mar 08, 2013",3,6,2.16,2
"Mar 07, 2013",9,8,0.93,6
"Mar 06, 2013",3,16,5.18,3
"Mar 05, 2013",4,14,3.62,3
"Mar 04, 2013",5,7,1.46,4
"Mar 03, 2013",6,19,3.10,5
"Mar 02, 2013",3,9,3.12,3
"Mar 01, 2013",2,13,6.51,2
"Feb 28, 2013",5,12,2.38,4
"Feb 27, 2013",8,33,4.08,6
"Feb 26, 2013",3,0,0.06,2
"Feb 25, 2013",4,14,3.39,3
"Feb 24, 2013",3,10,3.48,3
"Feb 23, 2013",4,8,2.12,3
"Feb 22, 2013",10,25,2.48,5
"Feb 21, 2013",3,0,0.05,2
"Feb 20, 2013",7,13,1.88,5
"Feb 19, 2013",8,28,3.48,7
"Feb 18, 2013",1,5,5.26,1
"Feb 17, 2013",4,6,1.51,3
"Feb 16, 2013",1,10,9.59,1
"Feb 15, 2013",3,6,2.16,2
"Feb 14, 2013",6,16,2.67,4
"Feb 13, 2013",5,6,1.26,5
"Feb 12, 2013",3,6,2.04,3
"Feb 11, 2013",8,32,3.99,7
"Feb 10, 2013",6,23,3.76,4
"Feb 09, 2013",3,12,4.15,3
"Feb 08, 2013",4,20,5.03,1
"Feb 07, 2013",7,13,1.84,4
"Feb 06, 2013",3,2,0.78,3
"Feb 05, 2013",4,12,2.92,4
"Feb 04, 2013",9,30,3.37,6
"Feb 03, 2013",8,19,2.36,7
"Feb 02, 2013",1,0,0.43,1
"Feb 01, 2013",3,13,4.24,2
"Jan 31, 2013",3,15,4.93,2
"Jan 30, 2013",5,7,1.34,4
"Jan 29, 2013",2,1,0.64,2
"Jan 28, 2013",4,15,3.68,3
"Jan 27, 2013",8,21,2.58,8
"Jan 26, 2013",3,13,4.22,3
"Jan 25, 2013",5,9,1.81,5
"Jan 24, 2013",12,42,3.47,8
"Jan 23, 2013",5,14,2.86,5
"Jan 22, 2013",13,32,2.48,7
"Jan 21, 2013",3,7,2.38,3
"Jan 20, 2013",2,5,2.38,2
"Jan 19, 2013",4,8,1.95,4
"Jan 18, 2013",3,1,0.46,2
"Jan 17, 2013",5,20,4.04,4
"Jan 16, 2013",7,12,1.68,6
"Jan 15, 2013",5,22,4.38,4
"Jan 14, 2013",10,30,3.05,9
"Jan 13, 2013",24,77,3.23,15
"Jan 12, 2013",5,9,1.86,4
"Jan 11, 2013",8,30,3.72,6
"Jan 10, 2013",8,16,2.00,5
"Jan 09, 2013",6,14,2.27,4
"Jan 08, 2013",4,17,4.29,4
"Jan 07, 2013",4,4,1.04,3
"Jan 06, 2013",5,9,1.85,5
"Jan 05, 2013",3,12,3.93,2
"Jan 04, 2013",3,9,3.15,3
"Jan 03, 2013",5,14,2.88,3
"Jan 02, 2013",1,1,1.15,1
"Jan 01, 2013",1,6,5.82,1
"Dec 31, 2012",2,8,4.21,2
"Dec 30, 2012",3,18,6.10,3
"Dec 29, 2012",3,11,3.69,2
"Dec 28, 2012",6,4,0.74,5
"Dec 27, 2012",2,12,5.81,1
"Dec 26, 2012",3,2,0.55,2
"Dec 25, 2012",1,7,7.42,1
"Dec 24, 2012",1,0,0.00,0
"Dec 23, 2012",2,6,3.23,1
"Dec 22, 2012",4,8,2.00,2
"Dec 21, 2012",3,7,2.28,2
"Dec 20, 2012",6,13,2.24,6
"Dec 19, 2012",8,19,2.32,7
"Dec 18, 2012",11,22,2.03,9
"Dec 17, 2012",11,27,2.45,10
"Dec 16, 2012",11,24,2.19,8
"Dec 15, 2012",11,33,3.03,6
"Dec 14, 2012",9,10,1.10,5
"Dec 13, 2012",17,41,2.42,16
"Dec 12, 2012",25,74,2.97,23
"Dec 11, 2012",24,106,4.40,20
"Dec 10, 2012",16,39,2.46,16
"Dec 09, 2012",30,92,3.06,21
"Dec 08, 2012",18,53,2.93,14
"Dec 07, 2012",16,34,2.14,12
"Dec 06, 2012",12,24,2.00,10
"Dec 05, 2012",23,69,3.01,21
"Dec 04, 2012",16,54,3.40,13
"Dec 03, 2012",19,48,2.51,16
"Dec 02, 2012",5,15,2.97,5
"Dec 01, 2012",12,39,3.23,9
"Nov 30, 2012",7,14,2.01,5
"Nov 29, 2012",19,48,2.53,16
"Nov 28, 2012",14,32,2.25,12
"Nov 27, 2012",7,12,1.70,6
"Nov 26, 2012",15,23,1.54,13
"Nov 25, 2012",16,31,1.93,12
"Nov 24, 2012",10,39,3.93,6
"Nov 23, 2012",7,19,2.70,6
"Nov 22, 2012",10,34,3.41,8
"Nov 21, 2012",9,9,0.99,7
"Nov 20, 2012",7,17,2.37,7
"Nov 19, 2012",19,40,2.11,16
"Nov 18, 2012",14,41,2.92,10
"Nov 17, 2012",11,24,2.22,10
"Nov 16, 2012",9,15,1.65,6
"Nov 15, 2012",9,26,2.92,8
"Nov 14, 2012",10,26,2.57,9
"Nov 13, 2012",16,23,1.42,13
"Nov 12, 2012",21,66,3.15,13
"Nov 11, 2012",18,65,3.63,14
"Nov 10, 2012",9,48,5.35,5
"Nov 09, 2012",7,16,2.22,4
"Nov 08, 2012",7,36,5.09,7
"Nov 07, 2012",10,5,0.50,5
"Nov 06, 2012",13,44,3.36,11
"Nov 05, 2012",17,43,2.52,14
"Nov 04, 2012",15,39,2.60,11
"Nov 03, 2012",11,15,1.40,8
"Nov 02, 2012",9,53,5.90,8
"Nov 01, 2012",5,6,1.23,3
"Oct 31, 2012",13,31,2.39,10
"Oct 30, 2012",9,19,2.12,8
"Oct 29, 2012",10,23,2.34,8
"Oct 28, 2012",15,44,2.92,12
"Oct 27, 2012",3,20,6.72,3
"Oct 26, 2012",4,8,1.90,4
"Oct 25, 2012",11,44,3.99,10
"Oct 24, 2012",4,3,0.84,3
"Oct 23, 2012",9,7,0.75,7
"Oct 22, 2012",11,18,1.64,9
"Oct 21, 2012",15,70,4.67,14
"Oct 20, 2012",13,37,2.82,8
"Oct 19, 2012",7,4,0.55,5
"Oct 18, 2012",6,6,0.94,5
"Oct 17, 2012",8,14,1.76,6
"Oct 16, 2012",12,34,2.87,8
"Oct 15, 2012",13,39,3.02,8
"Oct 14, 2012",9,17,1.89,6
"Oct 13, 2012",8,16,1.99,6
"Oct 12, 2012",5,23,4.66,3
"Oct 11, 2012",6,17,2.89,5
"Oct 10, 2012",8,25,3.14,5
"Oct 09, 2012",11,37,3.36,9
"Oct 08, 2012",17,34,2.00,13
