Date,Views,Estimated minutes watched,Average view duration,Unique cookies
"Mar 20, 2013",14,33,2.35,12
"Mar 19, 2013",21,40,1.92,12
"Mar 18, 2013",9,33,3.67,8
"Mar 17, 2013",4,5,1.21,4
"Mar 16, 2013",11,32,2.90,10
"Mar 15, 2013",8,23,2.83,5
"Mar 14, 2013",9,9,1.01,7
"Mar 13, 2013",9,13,1.48,8
"Mar 12, 2013",6,7,1.12,5
"Mar 11, 2013",8,5,0.61,7
"Mar 10, 2013",7,18,2.57,4
"Mar 09, 2013",9,38,4.21,9
"Mar 08, 2013",6,19,3.18,5
"Mar 07, 2013",10,31,3.13,9
"Mar 06, 2013",9,30,3.28,8
"Mar 05, 2013",16,72,4.50,13
"Mar 04, 2013",10,20,1.98,8
"Mar 03, 2013",13,47,3.60,11
"Mar 02, 2013",10,41,4.06,6
"Mar 01, 2013",6,34,5.73,5
"Feb 28, 2013",19,49,2.60,15
"Feb 27, 2013",28,53,1.91,23
"Feb 26, 2013",8,18,2.21,8
"Feb 25, 2013",11,26,2.32,9
"Feb 24, 2013",9,16,1.75,9
"Feb 23, 2013",12,44,3.65,7
"Feb 22, 2013",6,25,4.11,4
"Feb 21, 2013",14,30,2.13,10
"Feb 20, 2013",26,98,3.76,26
"Feb 19, 2013",20,48,2.39,17
"Feb 18, 2013",37,157,4.25,30
"Feb 17, 2013",20,57,2.86,18
"Feb 16, 2013",9,30,3.30,8
"Feb 15, 2013",7,18,2.60,6
"Feb 14, 2013",13,32,2.43,9
"Feb 13, 2013",14,24,1.75,10
"Feb 12, 2013",14,17,1.23,11
"Feb 11, 2013",15,33,2.17,10
"Feb 10, 2013",15,47,3.15,10
"Feb 09, 2013",2,6,2.76,2
"Feb 08, 2013",2,1,0.67,2
"Feb 07, 2013",10,21,2.14,10
"Feb 06, 2013",8,17,2.17,8
"Feb 05, 2013",12,17,1.43,12
"Feb 04, 2013",9,31,3.40,8
"Feb 03, 2013",10,21,2.06,9
"Feb 02, 2013",4,16,3.91,3
"Feb 01, 2013",5,23,4.51,5
"Jan 31, 2013",11,32,2.94,10
"Jan 30, 2013",6,14,2.40,5
"Jan 29, 2013",6,14,2.40,5
"Jan 28, 2013",7,30,4.23,6
"Jan 27, 2013",14,53,3.76,9
"Jan 26, 2013",4,0,0.07,3
"Jan 25, 2013",0,0,0.00,0
"Jan 24, 2013",5,22,4.46,4
"Jan 23, 2013",6,6,1.06,5
"Jan 22, 2013",6,14,2.28,4
"Jan 21, 2013",10,35,3.50,7
"Jan 20, 2013",12,37,3.11,10
"Jan 19, 2013",9,42,4.70,7
"Jan 18, 2013",5,25,4.95,4
"Jan 17, 2013",7,17,2.46,6
"Jan 16, 2013",12,17,1.45,9
"Jan 15, 2013",7,27,3.89,5
"Jan 14, 2013",14,31,2.22,10
"Jan 13, 2013",14,31,2.22,10
"Jan 12, 2013",5,25,4.95,5
"Jan 11, 2013",8,17,2.17,7
"Jan 10, 2013",17,53,3.12,13
"Jan 09, 2013",14,35,2.50,11
"Jan 08, 2013",17,26,1.51,15
"Jan 07, 2013",18,33,1.81,13
"Jan 06, 2013",19,26,1.37,15
"Jan 05, 2013",18,48,2.66,13
"Jan 04, 2013",16,24,1.47,11
"Jan 03, 2013",8,21,2.60,7
"Jan 02, 2013",6,14,2.29,5
"Jan 01, 2013",7,16,2.33,6
"Dec 31, 2012",3,11,3.71,3
"Dec 30, 2012",7,20,2.84,7
"Dec 29, 2012",8,23,2.83,8
"Dec 28, 2012",4,9,2.15,4
"Dec 27, 2012",14,29,2.07,9
"Dec 26, 2012",4,11,2.67,4
"Dec 25, 2012",2,8,4.17,2
"Dec 24, 2012",6,10,1.74,2
"Dec 23, 2012",7,14,2.07,7
"Dec 22, 2012",4,1,0.35,3
"Dec 21, 2012",2,4,2.19,2
"Dec 20, 2012",8,36,4.51,7
"Dec 19, 2012",9,17,1.86,9
"Dec 18, 2012",15,32,2.13,13
"Dec 17, 2012",24,65,2.71,21
"Dec 16, 2012",17,32,1.86,16
"Dec 15, 2012",7,19,2.68,6
"Dec 14, 2012",8,18,2.20,7
"Dec 13, 2012",15,38,2.52,14
"Dec 12, 2012",28,105,3.76,20
"Dec 11, 2012",17,57,3.38,17
"Dec 10, 2012",28,68,2.42,24
"Dec 09, 2012",33,67,2.05,25
"Dec 08, 2012",26,111,4.28,22
"Dec 07, 2012",13,41,3.16,11
"Dec 06, 2012",14,28,2.02,10
"Dec 05, 2012",19,32,1.67,17
"Dec 04, 2012",25,41,1.64,18
"Dec 03, 2012",20,56,2.82,19
"Dec 02, 2012",15,44,2.96,14
"Dec 01, 2012",22,73,3.32,19
"Nov 30, 2012",15,36,2.43,12
"Nov 29, 2012",25,68,2.71,21
"Nov 28, 2012",18,61,3.36,18
"Nov 27, 2012",20,31,1.57,17
"Nov 26, 2012",13,29,2.25,13
"Nov 25, 2012",13,30,2.29,11
"Nov 24, 2012",6,25,4.25,6
"Nov 23, 2012",4,13,3.27,4
"Nov 22, 2012",6,21,3.50,6
"Nov 21, 2012",5,18,3.54,4
"Nov 20, 2012",10,30,2.99,9
"Nov 19, 2012",18,37,2.05,14
"Nov 18, 2012",13,44,3.41,10
"Nov 17, 2012",9,29,3.22,8
"Nov 16, 2012",6,25,4.13,5
"Nov 15, 2012",16,42,2.65,14
"Nov 14, 2012",16,55,3.46,13
"Nov 13, 2012",15,10,0.65,9
"Nov 12, 2012",12,35,2.93,11
"Nov 11, 2012",21,65,3.11,15
"Nov 10, 2012",11,28,2.58,9
"Nov 09, 2012",12,44,3.65,11
"Nov 08, 2012",47,165,3.50,40
"Nov 07, 2012",45,123,2.74,32
"Nov 06, 2012",19,36,1.91,15
"Nov 05, 2012",15,32,2.16,14
"Nov 04, 2012",29,55,1.91,18
"Nov 03, 2012",9,22,2.50,8
"Nov 02, 2012",11,10,0.95,10
"Nov 01, 2012",18,43,2.40,15
"Oct 31, 2012",20,57,2.87,17
"Oct 30, 2012",33,82,2.48,26
"Oct 29, 2012",24,53,2.21,20
"Oct 28, 2012",30,108,3.60,23
"Oct 27, 2012",24,63,2.64,19
"Oct 26, 2012",14,36,2.59,10
"Oct 25, 2012",22,35,1.61,17
"Oct 24, 2012",33,85,2.59,24
"Oct 23, 2012",32,99,3.09,25
"Oct 22, 2012",25,67,2.70,21
"Oct 21, 2012",29,63,2.17,22
"Oct 20, 2012",17,53,3.11,12
"Oct 19, 2012",11,39,3.55,11
"Oct 18, 2012",36,104,2.88,27
"Oct 17, 2012",43,119,2.76,31
"Oct 16, 2012",38,100,2.63,34
"Oct 15, 2012",32,70,2.18,29
"Oct 14, 2012",33,96,2.91,27
"Oct 13, 2012",29,91,3.12,23
"Oct 12, 2012",21,66,3.15,16
"Oct 11, 2012",27,59,2.18,19
"Oct 10, 2012",22,61,2.78,19
"Oct 09, 2012",37,134,3.62,31
"Oct 08, 2012",53,71,1.34,37
"Oct 07, 2012",24,51,2.14,19
"Oct 06, 2012",13,27,2.04,11
"Oct 05, 2012",19,24,1.24,13
"Oct 04, 2012",29,49,1.71,26
"Oct 03, 2012",23,37,1.59,17
"Oct 02, 2012",31,122,3.92,24
"Oct 01, 2012",23,58,2.53,19
"Sep 30, 2012",14,51,3.61,12
"Sep 29, 2012",7,9,1.24,6
"Sep 28, 2012",6,13,2.15,5
"Sep 27, 2012",25,68,2.74,20
"Sep 26, 2012",12,30,2.53,12
"Sep 25, 2012",25,54,2.15,19
"Sep 24, 2012",16,48,2.99,12
"Sep 23, 2012",14,31,2.20,9
"Sep 22, 2012",10,44,4.44,8
"Sep 21, 2012",1,1,0.50,1
"Sep 20, 2012",8,24,3.04,7
"Sep 19, 2012",6,13,2.21,6
"Sep 18, 2012",9,19,2.16,8
"Sep 17, 2012",14,45,3.21,10
"Sep 16, 2012",14,54,3.86,11
"Sep 15, 2012",11,40,3.65,9
"Sep 14, 2012",8,36,4.47,4
"Sep 13, 2012",10,19,1.86,8
"Sep 12, 2012",6,8,1.31,6
"Sep 11, 2012",7,22,3.21,6
"Sep 10, 2012",6,10,1.59,3
"Sep 09, 2012",11,40,3.67,9
"Sep 08, 2012",11,39,3.50,8
"Sep 07, 2012",3,11,3.58,3
"Sep 06, 2012",7,18,2.50,6
"Sep 05, 2012",4,12,2.95,4
"Sep 04, 2012",5,13,2.53,3
"Sep 03, 2012",11,27,2.41,8
"Sep 02, 2012",11,28,2.51,7
"Sep 01, 2012",3,2,0.52,2
