Date,Views,Estimated minutes watched,Average view duration,Unique cookies
"Mar 20, 2013",32,66,2.06,25
"Mar 19, 2013",20,61,3.07,19
"Mar 18, 2013",32,105,3.29,28
"Mar 17, 2013",29,51,1.76,25
"Mar 16, 2013",18,42,2.35,14
"Mar 15, 2013",17,39,2.29,12
"Mar 14, 2013",27,85,3.17,25
"Mar 13, 2013",33,93,2.83,29
"Mar 12, 2013",24,68,2.84,21
"Mar 11, 2013",20,62,3.11,18
"Mar 10, 2013",21,55,2.61,20
"Mar 09, 2013",13,30,2.30,13
"Mar 08, 2013",20,53,2.64,18
"Mar 07, 2013",22,44,1.99,20
"Mar 06, 2013",31,81,2.61,29
"Mar 05, 2013",42,121,2.87,33
"Mar 04, 2013",23,76,3.31,18
"Mar 03, 2013",20,58,2.89,18
"Mar 02, 2013",17,51,3.03,15
"Mar 01, 2013",11,19,1.74,10
"Feb 28, 2013",32,104,3.25,32
"Feb 27, 2013",37,126,3.42,34
"Feb 26, 2013",17,47,2.79,17
"Feb 25, 2013",22,58,2.62,21
"Feb 24, 2013",27,63,2.33,22
"Feb 23, 2013",18,57,3.17,14
"Feb 22, 2013",17,63,3.73,12
"Feb 21, 2013",32,109,3.40,30
"Feb 20, 2013",30,59,1.98,29
"Feb 19, 2013",36,97,2.71,32
"Feb 18, 2013",37,96,2.60,30
"Feb 17, 2013",37,88,2.38,30
"Feb 16, 2013",33,73,2.22,26
"Feb 15, 2013",17,63,3.70,14
"Feb 14, 2013",24,73,3.04,22
"Feb 13, 2013",28,79,2.83,23
"Feb 12, 2013",33,68,2.06,28
"Feb 11, 2013",43,111,2.59,38
"Feb 10, 2013",38,105,2.75,30
"Feb 09, 2013",32,47,1.48,19
"Feb 08, 2013",27,54,2.00,16
"Feb 07, 2013",28,56,2.00,25
"Feb 06, 2013",57,124,2.17,50
"Feb 05, 2013",53,180,3.39,47
"Feb 04, 2013",34,93,2.75,31
"Feb 03, 2013",42,124,2.96,38
"Feb 02, 2013",28,89,3.18,24
"Feb 01, 2013",21,46,2.19,16
"Jan 31, 2013",38,97,2.54,35
"Jan 30, 2013",59,174,2.94,50
"Jan 29, 2013",41,129,3.16,39
"Jan 28, 2013",31,85,2.73,28
"Jan 27, 2013",33,87,2.65,25
"Jan 26, 2013",28,78,2.79,24
"Jan 25, 2013",21,67,3.18,18
"Jan 24, 2013",37,111,3.01,31
"Jan 23, 2013",53,140,2.63,43
"Jan 22, 2013",49,107,2.18,43
"Jan 21, 2013",33,64,1.95,30
"Jan 20, 2013",22,47,2.14,18
"Jan 19, 2013",22,52,2.35,16
"Jan 18, 2013",14,37,2.65,12
"Jan 17, 2013",35,77,2.21,34
"Jan 16, 2013",39,114,2.91,35
"Jan 15, 2013",34,74,2.16,26
"Jan 14, 2013",30,85,2.82,27
"Jan 13, 2013",30,94,3.14,27
"Jan 12, 2013",24,78,3.24,19
"Jan 11, 2013",25,67,2.69,22
"Jan 10, 2013",26,54,2.07,21
"Jan 09, 2013",24,84,3.52,20
"Jan 08, 2013",15,38,2.50,15
"Jan 07, 2013",28,81,2.91,25
"Jan 06, 2013",25,59,2.37,23
"Jan 05, 2013",9,17,1.89,7
"Jan 04, 2013",7,12,1.66,5
"Jan 03, 2013",18,30,1.64,13
"Jan 02, 2013",7,29,4.16,7
"Jan 01, 2013",9,30,3.36,7
"Dec 31, 2012",11,28,2.56,10
"Dec 30, 2012",5,3,0.61,3
"Dec 29, 2012",8,21,2.57,6
"Dec 28, 2012",7,13,1.85,6
"Dec 27, 2012",12,27,2.23,9
"Dec 26, 2012",10,13,1.33,9
"Dec 25, 2012",6,15,2.42,5
"Dec 24, 2012",6,16,2.74,5
"Dec 23, 2012",7,23,3.32,7
"Dec 22, 2012",4,6,1.45,4
"Dec 21, 2012",6,17,2.86,6
"Dec 20, 2012",11,23,2.11,11
"Dec 19, 2012",27,74,2.73,21
"Dec 18, 2012",29,73,2.51,28
"Dec 17, 2012",32,73,2.28,27
"Dec 16, 2012",27,68,2.52,23
"Dec 15, 2012",21,46,2.21,18
"Dec 14, 2012",28,69,2.48,27
"Dec 13, 2012",39,86,2.22,36
"Dec 12, 2012",38,100,2.64,34
"Dec 11, 2012",52,136,2.61,48
"Dec 10, 2012",49,126,2.56,41
"Dec 09, 2012",53,106,2.00,42
"Dec 08, 2012",47,125,2.67,38
"Dec 07, 2012",32,96,3.00,28
"Dec 06, 2012",26,52,2.00,21
"Dec 05, 2012",43,98,2.27,34
"Dec 04, 2012",25,66,2.64,23
"Dec 03, 2012",25,65,2.58,23
"Dec 02, 2012",34,95,2.80,27
"Dec 01, 2012",20,45,2.27,19
"Nov 30, 2012",18,52,2.90,12
"Nov 29, 2012",32,107,3.33,29
"Nov 28, 2012",26,54,2.07,22
"Nov 27, 2012",29,84,2.90,22
"Nov 26, 2012",31,70,2.27,29
"Nov 25, 2012",18,39,2.15,15
"Nov 24, 2012",20,34,1.71,16
"Nov 23, 2012",13,41,3.18,12
"Nov 22, 2012",19,49,2.58,18
"Nov 21, 2012",20,40,2.01,17
"Nov 20, 2012",21,74,3.54,20
"Nov 19, 2012",39,91,2.34,35
"Nov 18, 2012",34,77,2.25,31
"Nov 17, 2012",31,97,3.13,25
"Nov 16, 2012",24,68,2.82,19
"Nov 15, 2012",36,108,3.00,33
"Nov 14, 2012",40,86,2.15,31
"Nov 13, 2012",50,89,1.78,46
"Nov 12, 2012",61,169,2.78,55
"Nov 11, 2012",42,95,2.26,35
"Nov 10, 2012",47,117,2.50,37
"Nov 09, 2012",22,41,1.84,17
"Nov 08, 2012",48,154,3.20,40
"Nov 07, 2012",42,120,2.85,36
"Nov 06, 2012",45,93,2.07,38
"Nov 05, 2012",40,110,2.74,37
"Nov 04, 2012",55,146,2.66,49
"Nov 03, 2012",34,63,1.85,28
"Nov 02, 2012",29,55,1.88,25
"Nov 01, 2012",35,62,1.76,30
"Oct 31, 2012",43,100,2.32,41
"Oct 30, 2012",40,121,3.02,37
"Oct 29, 2012",37,118,3.18,29
"Oct 28, 2012",33,84,2.56,30
