Date,Views,Estimated minutes watched,Average view duration,Unique cookies
"Mar 20, 2013",13,57,4.40,11
"Mar 19, 2013",19,32,1.67,14
"Mar 18, 2013",14,24,1.70,10
"Mar 17, 2013",9,27,2.99,8
"Mar 16, 2013",7,35,5.00,7
"Mar 15, 2013",4,4,1.08,3
"Mar 14, 2013",5,22,4.34,5
"Mar 13, 2013",7,10,1.44,7
"Mar 12, 2013",13,49,3.76,11
"Mar 11, 2013",10,17,1.66,6
"Mar 10, 2013",10,28,2.83,9
"Mar 09, 2013",8,27,3.36,7
"Mar 08, 2013",7,4,0.57,5
"Mar 07, 2013",7,15,2.21,7
"Mar 06, 2013",4,8,1.88,3
"Mar 05, 2013",14,30,2.12,12
"Mar 04, 2013",7,15,2.21,6
"Mar 03, 2013",11,29,2.62,10
"Mar 02, 2013",4,10,2.38,4
"Mar 01, 2013",7,3,0.49,6
"Feb 28, 2013",14,43,3.05,12
"Feb 27, 2013",15,29,1.93,13
"Feb 26, 2013",27,94,3.49,20
"Feb 25, 2013",28,103,3.67,19
"Feb 24, 2013",32,113,3.53,25
"Feb 23, 2013",27,77,2.83,20
"Feb 22, 2013",21,56,2.65,17
"Feb 21, 2013",16,44,2.74,15
"Feb 20, 2013",28,94,3.37,22
"Feb 19, 2013",26,64,2.47,21
"Feb 18, 2013",33,93,2.81,26
"Feb 17, 2013",21,58,2.78,18
"Feb 16, 2013",15,45,2.98,12
"Feb 15, 2013",20,77,3.84,16
"Feb 14, 2013",19,57,3.01,17
"Feb 13, 2013",18,58,3.24,15
"Feb 12, 2013",20,72,3.60,17
"Feb 11, 2013",26,103,3.95,25
"Feb 10, 2013",32,103,3.22,29
"Feb 09, 2013",18,47,2.64,15
"Feb 08, 2013",15,25,1.66,11
"Feb 07, 2013",28,88,3.16,24
"Feb 06, 2013",52,187,3.59,42
"Feb 05, 2013",60,221,3.68,52
"Feb 04, 2013",59,212,3.60,51
"Feb 03, 2013",52,203,3.91,41
"Feb 02, 2013",27,89,3.28,25
"Feb 01, 2013",16,37,2.32,14
"Jan 31, 2013",22,66,3.01,17
"Jan 30, 2013",30,90,3.01,27
"Jan 29, 2013",32,88,2.75,19
"Jan 28, 2013",31,106,3.41,28
"Jan 27, 2013",25,48,1.90,24
"Jan 26, 2013",12,53,4.41,11
"Jan 25, 2013",22,50,2.27,16
"Jan 24, 2013",22,53,2.41,18
"Jan 23, 2013",22,84,3.83,21
"Jan 22, 2013",19,40,2.12,16
"Jan 21, 2013",21,43,2.04,16
"Jan 20, 2013",15,49,3.28,10
"Jan 19, 2013",20,43,2.13,12
"Jan 18, 2013",12,49,4.04,10
"Jan 17, 2013",11,12,1.10,9
"Jan 16, 2013",12,38,3.16,10
"Jan 15, 2013",14,26,1.83,12
"Jan 14, 2013",18,50,2.80,11
"Jan 13, 2013",11,40,3.64,9
"Jan 12, 2013",7,12,1.70,7
"Jan 11, 2013",14,49,3.53,11
"Jan 10, 2013",19,45,2.36,17
"Jan 09, 2013",6,26,4.36,6
"Jan 08, 2013",15,48,3.19,12
"Jan 07, 2013",25,74,2.97,21
"Jan 06, 2013",13,52,4.02,12
"Jan 05, 2013",5,21,4.11,5
"Jan 04, 2013",11,17,1.59,10
"Jan 03, 2013",12,27,2.22,12
"Jan 02, 2013",6,6,0.99,4
"Jan 01, 2013",10,16,1.61,9
"Dec 31, 2012",0,0,0.00,0
"Dec 30, 2012",18,54,2.99,13
"Dec 29, 2012",4,3,0.72,4
"Dec 28, 2012",11,25,2.27,10
"Dec 27, 2012",10,45,4.50,7
"Dec 26, 2012",10,32,3.20,7
"Dec 25, 2012",6,21,3.44,4
"Dec 24, 2012",5,22,4.50,4
"Dec 23, 2012",15,24,1.61,9
"Dec 22, 2012",3,8,2.71,3
"Dec 21, 2012",2,4,1.86,2
"Dec 20, 2012",9,10,1.06,8
"Dec 19, 2012",16,36,2.26,13
"Dec 18, 2012",17,53,3.14,12
"Dec 17, 2012",14,52,3.69,10
"Dec 16, 2012",16,32,2.03,14
"Dec 15, 2012",13,34,2.62,10
"Dec 14, 2012",16,77,4.82,15
"Dec 13, 2012",20,61,3.03,17
"Dec 12, 2012",16,49,3.05,14
"Dec 11, 2012",20,53,2.67,18
"Dec 10, 2012",18,38,2.12,16
"Dec 09, 2012",24,72,3.00,20
"Dec 08, 2012",9,24,2.71,8
"Dec 07, 2012",11,12,1.06,9
"Dec 06, 2012",15,42,2.80,15
"Dec 05, 2012",14,15,1.06,14
"Dec 04, 2012",25,37,1.47,22
"Dec 03, 2012",19,51,2.70,17
"Dec 02, 2012",12,38,3.13,10
"Dec 01, 2012",16,17,1.04,14
"Nov 30, 2012",12,25,2.08,11
"Nov 29, 2012",8,20,2.52,6
"Nov 28, 2012",10,11,1.10,7
"Nov 27, 2012",15,45,2.97,12
"Nov 26, 2012",18,27,1.48,16
"Nov 25, 2012",15,59,3.95,13
"Nov 24, 2012",11,12,1.09,8
"Nov 23, 2012",4,14,3.43,3
"Nov 22, 2012",10,38,3.83,8
"Nov 21, 2012",8,29,3.65,8
"Nov 20, 2012",13,27,2.06,11
"Nov 19, 2012",11,23,2.06,10
"Nov 18, 2012",9,49,5.41,8
"Nov 17, 2012",7,11,1.56,7
"Nov 16, 2012",10,31,3.13,9
"Nov 15, 2012",16,72,4.48,13
"Nov 14, 2012",18,62,3.43,15
"Nov 13, 2012",12,33,2.74,7
"Nov 12, 2012",17,63,3.69,13
"Nov 11, 2012",18,41,2.28,16
"Nov 10, 2012",8,26,3.29,8
"Nov 09, 2012",13,40,3.05,12
"Nov 08, 2012",22,71,3.24,17
"Nov 07, 2012",14,34,2.45,10
"Nov 06, 2012",16,37,2.34,15
"Nov 05, 2012",18,44,2.47,12
"Nov 04, 2012",23,100,4.34,19
"Nov 03, 2012",11,29,2.67,11
"Nov 02, 2012",12,47,3.88,12
"Nov 01, 2012",25,57,2.30,21
"Oct 31, 2012",25,83,3.31,24
"Oct 30, 2012",17,33,1.96,15
"Oct 29, 2012",14,27,1.92,9
"Oct 28, 2012",18,66,3.66,15
"Oct 27, 2012",13,37,2.88,12
"Oct 26, 2012",11,34,3.05,10
"Oct 25, 2012",20,55,2.75,18
"Oct 24, 2012",22,74,3.36,17
"Oct 23, 2012",36,125,3.48,24
"Oct 22, 2012",14,27,1.92,13
"Oct 21, 2012",40,93,2.32,29
