Date,Views,Estimated minutes watched,Average view duration,Unique cookies
"Mar 20, 2013",8,38,4.76,7
"Mar 19, 2013",10,46,4.62,8
"Mar 18, 2013",11,39,3.57,7
"Mar 17, 2013",13,58,4.48,10
"Mar 16, 2013",4,17,4.28,3
"Mar 15, 2013",4,4,0.93,3
"Mar 14, 2013",11,44,4.03,9
"Mar 13, 2013",8,31,3.90,6
"Mar 12, 2013",7,22,3.13,5
"Mar 11, 2013",5,23,4.66,5
"Mar 10, 2013",7,26,3.76,6
"Mar 09, 2013",4,19,4.65,4
"Mar 08, 2013",8,39,4.93,7
"Mar 07, 2013",3,19,6.20,3
"Mar 06, 2013",9,29,3.20,4
"Mar 05, 2013",6,32,5.25,6
"Mar 04, 2013",11,24,2.14,6
"Mar 03, 2013",6,29,4.83,6
"Mar 02, 2013",1,7,7.24,0
"Mar 01, 2013",4,13,3.16,4
"Feb 28, 2013",14,54,3.87,10
"Feb 27, 2013",8,29,3.66,7
"Feb 26, 2013",9,40,4.45,8
"Feb 25, 2013",10,34,3.40,7
"Feb 24, 2013",14,56,3.97,14
"Feb 23, 2013",9,29,3.25,7
"Feb 22, 2013",6,24,4.03,5
"Feb 21, 2013",12,53,4.40,8
"Feb 20, 2013",13,70,5.36,11
"Feb 19, 2013",8,34,4.31,7
"Feb 18, 2013",7,40,5.66,7
"Feb 17, 2013",16,43,2.68,11
"Feb 16, 2013",3,10,3.34,3
"Feb 15, 2013",4,13,3.21,4
"Feb 14, 2013",10,34,3.37,9
"Feb 13, 2013",11,29,2.63,10
"Feb 12, 2013",9,23,2.60,9
"Feb 11, 2013",9,33,3.71,8
"Feb 10, 2013",10,35,3.49,7
"Feb 09, 2013",3,15,5.00,2
"Feb 08, 2013",5,10,1.98,5
"Feb 07, 2013",9,28,3.11,7
"Feb 06, 2013",12,34,2.84,11
"Feb 05, 2013",9,33,3.70,6
"Feb 04, 2013",16,48,2.97,16
"Feb 03, 2013",6,22,3.74,6
"Feb 02, 2013",5,22,4.38,5
"Feb 01, 2013",3,9,2.98,2
"Jan 31, 2013",5,13,2.54,5
"Jan 30, 2013",13,52,4.03,11
"Jan 29, 2013",7,32,4.56,7
"Jan 28, 2013",7,25,3.60,7
"Jan 27, 2013",4,20,5.09,4
"Jan 26, 2013",7,22,3.19,6
"Jan 25, 2013",9,38,4.21,9
"Jan 24, 2013",14,53,3.81,11
"Jan 23, 2013",10,34,3.39,7
"Jan 22, 2013",18,65,3.63,15
"Jan 21, 2013",8,32,3.94,6
"Jan 20, 2013",9,28,3.13,8
"Jan 19, 2013",13,53,4.11,11
"Jan 18, 2013",9,27,3.05,7
"Jan 17, 2013",7,39,5.63,6
"Jan 16, 2013",11,33,2.98,8
"Jan 15, 2013",12,45,3.71,12
"Jan 14, 2013",17,59,3.47,14
"Jan 13, 2013",13,58,4.50,12
"Jan 12, 2013",18,53,2.95,14
"Jan 11, 2013",9,33,3.67,9
"Jan 10, 2013",16,34,2.12,11
"Jan 09, 2013",16,65,4.06,12
"Jan 08, 2013",10,36,3.55,7
"Jan 07, 2013",20,63,3.17,11
"Jan 06, 2013",16,70,4.35,15
"Jan 05, 2013",19,32,1.69,14
"Jan 04, 2013",11,51,4.64,10
"Jan 03, 2013",7,14,1.99,6
"Jan 02, 2013",10,28,2.80,7
"Jan 01, 2013",3,11,3.55,3
"Dec 31, 2012",6,27,4.51,6
"Dec 30, 2012",7,33,4.72,7
"Dec 29, 2012",4,14,3.58,3
"Dec 28, 2012",6,23,3.89,5
"Dec 27, 2012",1,3,3.17,1
"Dec 26, 2012",6,30,4.99,6
"Dec 25, 2012",7,2,0.31,4
"Dec 24, 2012",4,19,4.85,2
"Dec 23, 2012",6,28,4.68,4
"Dec 22, 2012",7,20,2.80,4
"Dec 21, 2012",3,14,4.70,2
"Dec 20, 2012",8,44,5.49,7
"Dec 19, 2012",34,111,3.26,25
"Dec 18, 2012",36,140,3.89,23
"Dec 17, 2012",30,142,4.74,27
"Dec 16, 2012",45,187,4.16,35
"Dec 15, 2012",22,101,4.61,19
"Dec 14, 2012",28,138,4.93,25
"Dec 13, 2012",41,168,4.10,37
"Dec 12, 2012",53,249,4.70,49
"Dec 11, 2012",65,303,4.66,55
"Dec 10, 2012",74,291,3.93,60
"Dec 09, 2012",50,204,4.08,45
"Dec 08, 2012",41,145,3.54,35
"Dec 07, 2012",26,96,3.70,24
"Dec 06, 2012",28,118,4.20,24
"Dec 05, 2012",51,191,3.75,39
"Dec 04, 2012",28,124,4.44,23
"Dec 03, 2012",23,91,3.98,21
"Dec 02, 2012",32,118,3.68,23
"Dec 01, 2012",31,119,3.84,21
