Date,Views,Estimated minutes watched,Average view duration,Unique cookies
20-Mar-13,5,10,2.04,4
19-Mar-13,3,9,3.13,3
18-Mar-13,6,12,1.96,5
17-Mar-13,6,14,2.41,6
16-Mar-13,3,7,2.49,3
15-Mar-13,3,7,2.46,3
14-Mar-13,13,26,2.03,11
13-Mar-13,14,37,2.67,9
12-Mar-13,9,12,1.31,8
11-Mar-13,8,13,1.64,6
10-Mar-13,2,4,2.13,2
9-Mar-13,9,16,1.82,8
8-Mar-13,5,10,2.04,4
7-Mar-13,13,37,2.83,11
6-Mar-13,9,17,1.93,8
5-Mar-13,10,12,1.25,8
4-Mar-13,8,15,1.85,6
3-Mar-13,5,9,1.88,5
2-Mar-13,5,8,1.66,4
1-Mar-13,1,3,3.18,1
28-Feb-13,7,17,2.46,7
27-Feb-13,5,10,2.06,5
26-Feb-13,10,13,1.25,9
25-Feb-13,1,2,2.32,1
24-Feb-13,9,25,2.73,9
23-Feb-13,1,1,0.5,1
22-Feb-13,5,5,0.93,4
21-Feb-13,6,13,2.13,6
20-Feb-13,6,23,3.8,6
19-Feb-13,27,48,1.78,24
18-Feb-13,12,31,2.62,10
17-Feb-13,16,35,2.19,12
16-Feb-13,3,11,3.76,2
15-Feb-13,3,10,3.46,3
14-Feb-13,11,33,3.01,10
13-Feb-13,14,27,1.92,10
12-Feb-13,10,26,2.58,9
11-Feb-13,12,19,1.55,12
10-Feb-13,20,44,2.22,19
9-Feb-13,10,19,1.92,9
8-Feb-13,8,21,2.67,6
7-Feb-13,19,24,1.26,16
6-Feb-13,22,38,1.75,16
5-Feb-13,15,32,2.12,14
4-Feb-13,11,23,2.07,11
3-Feb-13,19,38,2.02,18
2-Feb-13,6,11,1.78,6
1-Feb-13,6,9,1.49,6
31-Jan-13,10,24,2.4,10
30-Jan-13,18,33,1.82,15
29-Jan-13,11,33,3.01,9
28-Jan-13,10,30,3.03,10
27-Jan-13,10,21,2.08,7
26-Jan-13,6,12,2.05,5
25-Jan-13,5,11,2.18,4
24-Jan-13,8,19,2.4,8
23-Jan-13,5,10,1.96,5
22-Jan-13,6,12,1.92,6
21-Jan-13,7,18,2.53,6
20-Jan-13,9,16,1.77,4
19-Jan-13,3,7,2.21,3
18-Jan-13,3,12,4.07,2
17-Jan-13,6,20,3.27,5
16-Jan-13,13,6,0.46,12
15-Jan-13,11,20,1.78,7
14-Jan-13,5,9,1.88,5
13-Jan-13,7,16,2.29,7
12-Jan-13,4,2,0.58,4
11-Jan-13,3,7,2.2,3
10-Jan-13,4,5,1.27,3
9-Jan-13,5,11,2.11,5
8-Jan-13,3,9,3,3
7-Jan-13,6,16,2.71,6
6-Jan-13,4,2,0.59,4
5-Jan-13,6,8,1.29,5
4-Jan-13,2,1,0.58,2
3-Jan-13,5,20,3.97,4
2-Jan-13,1,2,1.78,1
1-Jan-13,0,0,0,0
31-Dec-12,0,0,0,0
30-Dec-12,1,4,4.33,1
29-Dec-12,2,0,0.21,2
28-Dec-12,1,7,7.13,1
27-Dec-12,1,4,3.83,1
26-Dec-12,4,10,2.42,3
25-Dec-12,4,13,3.31,4
24-Dec-12,0,0,0,0
23-Dec-12,0,0,0,0
22-Dec-12,2,1,0.33,2
21-Dec-12,0,0,0,0
20-Dec-12,2,3,1.48,2
19-Dec-12,5,22,4.49,4
18-Dec-12,4,11,2.72,3
17-Dec-12,6,17,2.85,5
16-Dec-12,5,10,2.08,4
15-Dec-12,8,6,0.73,5
14-Dec-12,2,6,2.78,2
13-Dec-12,3,4,1.33,3
12-Dec-12,11,35,3.18,10
11-Dec-12,9,26,2.93,9
10-Dec-12,6,8,1.29,6
9-Dec-12,8,20,2.5,8
8-Dec-12,6,13,2.11,6
7-Dec-12,5,6,1.23,5
6-Dec-12,8,23,2.83,7
5-Dec-12,4,21,5.17,3
4-Dec-12,5,15,3,5
3-Dec-12,5,13,2.62,5
2-Dec-12,5,21,4.25,5
1-Dec-12,0,0,0,0
30-Nov-12,3,5,1.69,3
29-Nov-12,10,22,2.19,7
28-Nov-12,5,17,3.45,5
27-Nov-12,3,7,2.44,3
26-Nov-12,0,0,0,0
25-Nov-12,9,12,1.3,6
24-Nov-12,2,6,2.86,2
23-Nov-12,8,14,1.79,7
22-Nov-12,4,2,0.46,4
21-Nov-12,6,12,2.02,6
20-Nov-12,7,21,3.02,6
19-Nov-12,12,27,2.27,11
18-Nov-12,5,16,3.12,5
17-Nov-12,5,6,1.25,4
16-Nov-12,2,6,2.75,2
15-Nov-12,6,13,2.25,3
14-Nov-12,7,22,3.15,7
13-Nov-12,5,16,3.17,5
12-Nov-12,7,13,1.92,6
11-Nov-12,11,19,1.68,8
10-Nov-12,2,8,4.2,2
9-Nov-12,2,4,1.95,2
8-Nov-12,11,22,2.03,9
7-Nov-12,10,16,1.62,8
6-Nov-12,8,23,2.9,8
5-Nov-12,6,17,2.9,6
