Date,Views,Estimated minutes watched,Average view duration,Unique cookies
"Mar 20, 2013",52,135,2.59,36
"Mar 19, 2013",42,113,2.70,31
"Mar 18, 2013",44,110,2.51,38
"Mar 17, 2013",26,75,2.89,24
"Mar 16, 2013",31,69,2.23,22
"Mar 15, 2013",21,59,2.80,15
"Mar 14, 2013",31,114,3.67,24
"Mar 13, 2013",26,74,2.85,19
"Mar 12, 2013",31,105,3.40,28
"Mar 11, 2013",31,81,2.61,26
"Mar 10, 2013",28,69,2.45,21
"Mar 09, 2013",16,33,2.09,13
"Mar 08, 2013",22,72,3.28,19
"Mar 07, 2013",31,113,3.63,25
"Mar 06, 2013",23,88,3.81,22
"Mar 05, 2013",33,87,2.64,27
"Mar 04, 2013",50,174,3.48,38
"Mar 03, 2013",38,127,3.33,26
"Mar 02, 2013",21,94,4.49,18
"Mar 01, 2013",14,15,1.05,12
"Feb 28, 2013",25,84,3.36,21
"Feb 27, 2013",27,75,2.78,21
"Feb 26, 2013",35,97,2.77,26
"Feb 25, 2013",49,156,3.19,35
"Feb 24, 2013",31,72,2.31,25
"Feb 23, 2013",29,92,3.16,25
"Feb 22, 2013",14,33,2.38,12
"Feb 21, 2013",44,134,3.05,32
"Feb 20, 2013",28,84,3.01,23
"Feb 19, 2013",36,112,3.12,25
"Feb 18, 2013",48,163,3.40,34
"Feb 17, 2013",54,293,5.42,49
"Feb 16, 2013",35,125,3.58,23
"Feb 15, 2013",32,96,3.01,22
"Feb 14, 2013",30,86,2.88,28
"Feb 13, 2013",43,110,2.56,39
"Feb 12, 2013",28,81,2.90,25
"Feb 11, 2013",28,117,4.19,23
"Feb 10, 2013",27,80,2.95,19
"Feb 09, 2013",30,108,3.60,30
"Feb 08, 2013",14,35,2.53,12
"Feb 07, 2013",42,112,2.67,34
"Feb 06, 2013",32,133,4.14,28
"Feb 05, 2013",30,64,2.12,25
"Feb 04, 2013",26,67,2.57,21
"Feb 03, 2013",28,87,3.10,24
"Feb 02, 2013",22,20,0.89,21
"Feb 01, 2013",24,80,3.34,20
"Jan 31, 2013",35,86,2.46,30
"Jan 30, 2013",23,86,3.75,19
"Jan 29, 2013",26,75,2.90,23
"Jan 28, 2013",25,66,2.63,20
"Jan 27, 2013",34,71,2.10,29
"Jan 26, 2013",18,44,2.43,14
"Jan 25, 2013",21,77,3.66,19
"Jan 24, 2013",37,69,1.85,25
"Jan 23, 2013",42,121,2.89,35
"Jan 22, 2013",44,128,2.91,38
"Jan 21, 2013",35,142,4.07,29
"Jan 20, 2013",31,73,2.35,26
"Jan 19, 2013",27,58,2.15,21
"Jan 18, 2013",12,23,1.89,11
"Jan 17, 2013",37,130,3.53,28
"Jan 16, 2013",28,104,3.73,23
"Jan 15, 2013",25,117,4.68,22
"Jan 14, 2013",29,110,3.79,27
"Jan 13, 2013",25,102,4.08,19
"Jan 12, 2013",27,134,4.97,23
"Jan 11, 2013",23,64,2.79,17
"Jan 10, 2013",38,126,3.32,27
"Jan 09, 2013",32,121,3.78,23
"Jan 08, 2013",41,146,3.57,31
"Jan 07, 2013",32,120,3.75,25
"Jan 06, 2013",44,96,2.18,35
"Jan 05, 2013",14,58,4.15,14
"Jan 04, 2013",21,54,2.58,19
"Jan 03, 2013",27,87,3.22,22
"Jan 02, 2013",26,113,4.34,22
"Jan 01, 2013",10,67,6.72,7
"Dec 31, 2012",13,38,2.95,12
"Dec 30, 2012",10,38,3.81,9
"Dec 29, 2012",17,63,3.70,13
"Dec 28, 2012",9,33,3.62,7
"Dec 27, 2012",20,79,3.96,14
"Dec 26, 2012",18,46,2.58,14
"Dec 25, 2012",15,56,3.73,9
"Dec 24, 2012",13,26,1.98,12
"Dec 23, 2012",16,36,2.25,14
"Dec 22, 2012",10,16,1.59,7
"Dec 21, 2012",13,54,4.16,11
"Dec 20, 2012",20,80,4.02,17
"Dec 19, 2012",34,105,3.09,26
"Dec 18, 2012",42,137,3.27,32
"Dec 17, 2012",50,159,3.18,39
"Dec 16, 2012",53,148,2.79,47
