Date,Views,Estimated minutes watched,Average view duration,Unique cookies
20-Mar-13,13,64,4.95,13
19-Mar-13,6,30,4.94,4
18-Mar-13,10,49,4.89,9
17-Mar-13,6,19,3.25,6
16-Mar-13,8,34,4.2,6
15-Mar-13,2,14,7.14,2
14-Mar-13,6,31,5.11,6
13-Mar-13,5,21,4.17,4
12-Mar-13,6,26,4.27,5
11-Mar-13,9,40,4.45,7
10-Mar-13,2,11,5.33,2
9-Mar-13,1,0,0,1
8-Mar-13,1,0,0.33,1
7-Mar-13,9,21,2.33,5
6-Mar-13,5,24,4.76,5
5-Mar-13,3,10,3.3,3
4-Mar-13,8,8,1.02,6
3-Mar-13,8,22,2.76,7
2-Mar-13,2,9,4.52,2
1-Mar-13,1,7,7.48,1
28-Feb-13,7,35,5.05,5
27-Feb-13,7,21,3.03,6
26-Feb-13,6,22,3.6,6
25-Feb-13,7,32,4.57,5
24-Feb-13,1,0,0.16,1
23-Feb-13,1,8,8.39,1
22-Feb-13,2,9,4.57,2
21-Feb-13,7,30,4.26,7
20-Feb-13,11,44,3.99,7
19-Feb-13,6,14,2.29,5
18-Feb-13,13,36,2.74,10
17-Feb-13,7,11,1.59,4
16-Feb-13,0,0,0,0
15-Feb-13,3,20,6.63,3
14-Feb-13,2,8,3.96,2
13-Feb-13,7,23,3.3,7
12-Feb-13,8,44,5.54,8
11-Feb-13,9,30,3.3,6
10-Feb-13,9,31,3.44,6
9-Feb-13,2,2,1.17,1
8-Feb-13,2,10,4.89,2
7-Feb-13,3,16,5.5,3
6-Feb-13,3,12,4.01,3
5-Feb-13,5,24,4.84,4
4-Feb-13,3,17,5.76,3
3-Feb-13,11,49,4.5,7
2-Feb-13,5,33,6.54,4
1-Feb-13,2,15,7.68,2
31-Jan-13,3,15,4.84,3
30-Jan-13,3,23,7.73,2
29-Jan-13,5,17,3.32,5
28-Jan-13,5,20,4.04,3
27-Jan-13,4,21,5.3,4
26-Jan-13,0,0,0,0
25-Jan-13,6,31,5.11,6
24-Jan-13,10,24,2.41,9
23-Jan-13,23,120,5.2,18
22-Jan-13,11,46,4.16,10
21-Jan-13,10,42,4.16,10
20-Jan-13,20,63,3.13,15
19-Jan-13,6,7,1.18,5
18-Jan-13,2,7,3.49,2
17-Jan-13,4,20,5.03,4
16-Jan-13,7,28,4.05,7
15-Jan-13,7,36,5.21,7
14-Jan-13,4,11,2.72,4
13-Jan-13,14,40,2.87,6
12-Jan-13,5,30,5.94,4
11-Jan-13,3,10,3.36,3
10-Jan-13,11,37,3.4,9
9-Jan-13,11,51,4.64,10
8-Jan-13,12,51,4.23,12
7-Jan-13,5,27,5.33,5
6-Jan-13,14,53,3.76,11
5-Jan-13,5,37,7.35,5
4-Jan-13,4,8,2.1,3
3-Jan-13,3,20,6.54,2
2-Jan-13,6,27,4.43,5
1-Jan-13,2,1,0.58,2
31-Dec-12,2,6,2.78,2
30-Dec-12,1,8,7.84,1
29-Dec-12,4,22,5.45,4
28-Dec-12,2,9,4.26,2
27-Dec-12,1,0,0.42,1
26-Dec-12,1,8,8.27,1
25-Dec-12,2,18,9.11,2
24-Dec-12,1,8,8.39,1
23-Dec-12,5,11,2.25,4
22-Dec-12,0,0,0,0
21-Dec-12,1,8,7.84,1
20-Dec-12,2,17,8.39,2
19-Dec-12,10,46,4.56,7
18-Dec-12,15,74,4.92,13
17-Dec-12,6,25,4.09,5
16-Dec-12,6,32,5.36,5
15-Dec-12,5,32,6.32,5
14-Dec-12,2,15,7.25,2
13-Dec-12,9,32,3.56,7
12-Dec-12,7,36,5.08,7
11-Dec-12,16,88,5.51,15
10-Dec-12,25,80,3.18,17
9-Dec-12,25,100,3.98,18
8-Dec-12,10,57,5.74,9
7-Dec-12,6,40,6.74,6
6-Dec-12,4,10,2.42,4
5-Dec-12,7,49,7.06,5
4-Dec-12,6,25,4.19,3
3-Dec-12,2,17,8.51,2
2-Dec-12,7,33,4.66,6
1-Dec-12,5,10,1.94,4
30-Nov-12,2,8,4.23,2
29-Nov-12,3,20,6.82,3
28-Nov-12,8,25,3.19,8
27-Nov-12,4,18,4.5,3
26-Nov-12,1,0,0.09,1
25-Nov-12,3,9,3.04,3
24-Nov-12,1,9,8.69,1
23-Nov-12,4,19,4.73,3
22-Nov-12,3,9,3.04,3
21-Nov-12,7,31,4.4,5
20-Nov-12,4,15,3.86,4
19-Nov-12,8,42,5.29,7
18-Nov-12,3,10,3.2,3
17-Nov-12,4,10,2.59,3
16-Nov-12,6,21,3.47,5
15-Nov-12,3,18,5.99,3
14-Nov-12,11,53,4.86,6
13-Nov-12,5,22,4.32,3
12-Nov-12,10,49,4.91,8
11-Nov-12,6,31,5.23,6
10-Nov-12,6,34,5.72,5
9-Nov-12,6,26,4.27,6
8-Nov-12,5,25,5.03,4
7-Nov-12,10,40,3.96,8
6-Nov-12,8,32,4.02,8
5-Nov-12,6,39,6.53,5
4-Nov-12,7,61,8.76,6
3-Nov-12,3,16,5.44,3
2-Nov-12,10,33,3.29,6
1-Nov-12,14,85,6.08,12
31-Oct-12,11,67,6.11,8
30-Oct-12,20,72,3.58,16
29-Oct-12,6,36,6.02,6
28-Oct-12,5,25,4.98,5
27-Oct-12,12,48,3.99,10
26-Oct-12,2,8,4.24,2
25-Oct-12,14,67,4.76,12
24-Oct-12,10,55,5.51,10
23-Oct-12,6,32,5.36,6
22-Oct-12,16,84,5.23,12
21-Oct-12,12,86,7.14,12
20-Oct-12,13,67,5.15,10
19-Oct-12,2,0,0.03,2
18-Oct-12,2,15,7.74,2
17-Oct-12,4,17,4.24,4
16-Oct-12,9,66,7.38,8
15-Oct-12,14,53,3.79,9
14-Oct-12,15,55,3.66,15
13-Oct-12,7,36,5.17,6
12-Oct-12,1,5,4.86,1
11-Oct-12,13,38,2.96,9
10-Oct-12,6,41,6.78,6
9-Oct-12,12,61,5.05,10
8-Oct-12,7,32,4.56,6
7-Oct-12,6,17,2.87,6
6-Oct-12,8,19,2.35,7
5-Oct-12,3,9,3.06,3
4-Oct-12,7,25,3.56,5
3-Oct-12,9,37,4.11,6
2-Oct-12,6,24,3.97,6
1-Oct-12,5,16,3.15,3
30-Sep-12,1,8,7.75,1
29-Sep-12,3,9,2.99,3
28-Sep-12,8,28,3.55,6
27-Sep-12,5,23,4.53,3
26-Sep-12,11,24,2.18,6
25-Sep-12,8,35,4.35,6
24-Sep-12,5,25,4.95,4
23-Sep-12,4,17,4.24,3
22-Sep-12,3,17,5.66,3
21-Sep-12,1,9,8.66,1
20-Sep-12,5,30,6.04,5
19-Sep-12,6,30,5,6
18-Sep-12,6,24,4,4
17-Sep-12,4,11,2.63,4
16-Sep-12,2,6,2.77,2
15-Sep-12,3,15,4.88,3
14-Sep-12,3,10,3.41,2
13-Sep-12,5,19,3.77,5
12-Sep-12,2,7,3.39,1
