Date,Views,Estimated minutes watched,Average view duration,Unique cookies
"Mar 20, 2013",2,9,4.57,2
"Mar 19, 2013",1,6,5.84,1
"Mar 18, 2013",3,12,3.90,2
"Mar 17, 2013",3,2,0.76,3
"Mar 16, 2013",1,8,8.49,1
"Mar 15, 2013",3,13,4.38,3
"Mar 14, 2013",3,24,8.02,2
"Mar 13, 2013",0,0,0.00,0
"Mar 12, 2013",1,0,0.06,1
"Mar 11, 2013",0,0,0.00,0
"Mar 10, 2013",8,24,2.95,5
"Mar 09, 2013",3,11,3.55,2
"Mar 08, 2013",3,17,5.52,3
"Mar 07, 2013",2,9,4.69,1
"Mar 06, 2013",3,6,1.85,2
"Mar 05, 2013",4,22,5.46,4
"Mar 04, 2013",2,17,8.45,2
"Mar 03, 2013",3,15,4.84,2
"Mar 02, 2013",0,0,0.00,0
"Mar 01, 2013",0,0,0.00,0
"Feb 28, 2013",2,17,8.74,2
"Feb 27, 2013",5,16,3.10,5
"Feb 26, 2013",2,14,6.89,2
"Feb 25, 2013",3,16,5.43,2
"Feb 24, 2013",4,17,4.20,4
"Feb 23, 2013",2,13,6.43,2
"Feb 22, 2013",1,0,0.00,1
"Feb 21, 2013",0,0,0.00,0
"Feb 20, 2013",6,22,3.66,4
"Feb 19, 2013",4,16,4.03,4
"Feb 18, 2013",1,0,0.00,0
"Feb 17, 2013",4,15,3.72,3
"Feb 16, 2013",4,21,5.23,4
"Feb 15, 2013",5,22,4.32,2
"Feb 14, 2013",3,9,3.10,3
"Feb 13, 2013",1,2,1.84,1
"Feb 12, 2013",2,11,5.48,1
"Feb 11, 2013",3,27,8.92,3
"Feb 10, 2013",5,9,1.76,4
"Feb 09, 2013",4,21,5.14,2
"Feb 08, 2013",9,49,5.41,7
"Feb 07, 2013",3,9,3.03,2
"Feb 06, 2013",6,11,1.79,4
"Feb 05, 2013",1,10,10.42,1
"Feb 04, 2013",0,0,0.00,0
"Feb 03, 2013",11,35,3.14,7
"Feb 02, 2013",3,6,1.96,3
"Feb 01, 2013",2,9,4.62,2
"Jan 31, 2013",3,18,6.12,3
"Jan 30, 2013",7,32,4.55,6
"Jan 29, 2013",5,27,5.42,5
"Jan 28, 2013",11,29,2.60,4
"Jan 27, 2013",4,4,1.02,1
"Jan 26, 2013",4,10,2.40,2
"Jan 25, 2013",2,1,0.33,2
"Jan 24, 2013",4,23,5.68,3
"Jan 23, 2013",5,26,5.17,3
"Jan 22, 2013",4,34,8.61,4
"Jan 21, 2013",6,27,4.53,4
"Jan 20, 2013",3,43,14.27,2
"Jan 19, 2013",7,29,4.16,4
"Jan 18, 2013",5,22,4.32,4
"Jan 17, 2013",4,21,5.17,3
"Jan 16, 2013",3,7,2.24,3
"Jan 15, 2013",4,20,5.03,4
"Jan 14, 2013",4,15,3.72,3
"Jan 13, 2013",6,8,1.34,5
"Jan 12, 2013",2,3,1.32,1
"Jan 11, 2013",3,7,2.17,3
"Jan 10, 2013",4,15,3.68,3
"Jan 09, 2013",1,0,0.00,1
"Jan 08, 2013",0,0,0.00,0
"Jan 07, 2013",4,6,1.46,3
"Jan 06, 2013",4,1,0.21,4
"Jan 05, 2013",0,0,0.00,0
"Jan 04, 2013",2,2,0.79,2
"Jan 03, 2013",3,18,6.12,3
"Jan 02, 2013",4,23,5.82,4
"Jan 01, 2013",2,18,9.04,1
"Dec 31, 2012",0,0,0.00,0
