Date,Views,Estimated minutes watched,Average view duration,Unique cookies
"Mar 20, 2013",80,244,3.05,63
"Mar 19, 2013",58,108,1.87,49
"Mar 18, 2013",41,113,2.76,38
"Mar 17, 2013",56,124,2.22,45
"Mar 16, 2013",34,98,2.88,29
"Mar 15, 2013",43,137,3.18,31
"Mar 14, 2013",61,223,3.66,44
"Mar 13, 2013",53,163,3.08,47
"Mar 12, 2013",73,207,2.83,55
"Mar 11, 2013",54,162,3.00,39
"Mar 10, 2013",63,151,2.39,48
"Mar 09, 2013",33,53,1.61,21
"Mar 08, 2013",34,89,2.61,25
"Mar 07, 2013",63,189,3.00,52
"Mar 06, 2013",59,199,3.38,51
"Mar 05, 2013",53,162,3.05,44
"Mar 04, 2013",56,161,2.88,45
"Mar 03, 2013",53,183,3.44,44
"Mar 02, 2013",36,97,2.70,30
"Mar 01, 2013",25,80,3.19,22
"Feb 28, 2013",60,176,2.93,49
"Feb 27, 2013",63,167,2.66,54
"Feb 26, 2013",69,219,3.17,55
"Feb 25, 2013",96,295,3.08,72
"Feb 24, 2013",67,258,3.85,57
"Feb 23, 2013",59,192,3.25,46
"Feb 22, 2013",45,127,2.83,38
"Feb 21, 2013",64,225,3.51,53
"Feb 20, 2013",116,374,3.22,92
"Feb 19, 2013",114,387,3.40,100
"Feb 18, 2013",134,392,2.92,104
"Feb 17, 2013",76,268,3.53,63
"Feb 16, 2013",40,105,2.63,33
"Feb 15, 2013",43,150,3.49,31
"Feb 14, 2013",55,158,2.87,46
"Feb 13, 2013",87,282,3.24,69
"Feb 12, 2013",66,238,3.61,57
"Feb 11, 2013",94,314,3.34,68
"Feb 10, 2013",80,341,4.27,74
"Feb 09, 2013",61,204,3.34,46
"Feb 08, 2013",44,154,3.50,35
"Feb 07, 2013",85,307,3.61,75
"Feb 06, 2013",83,247,2.97,67
"Feb 05, 2013",95,344,3.62,82
"Feb 04, 2013",101,288,2.85,79
"Feb 03, 2013",99,320,3.23,79
"Feb 02, 2013",56,192,3.43,47
"Feb 01, 2013",45,102,2.27,42
"Jan 31, 2013",64,193,3.01,54
"Jan 30, 2013",90,269,2.99,76
"Jan 29, 2013",74,211,2.86,58
"Jan 28, 2013",76,177,2.32,69
"Jan 27, 2013",73,209,2.87,60
"Jan 26, 2013",42,110,2.62,35
"Jan 25, 2013",40,115,2.87,33
"Jan 24, 2013",58,203,3.50,48
"Jan 23, 2013",83,242,2.92,68
"Jan 22, 2013",94,272,2.90,80
"Jan 21, 2013",56,146,2.61,52
"Jan 20, 2013",48,118,2.45,39
"Jan 19, 2013",44,97,2.20,28
"Jan 18, 2013",33,94,2.84,27
"Jan 17, 2013",64,213,3.33,53
"Jan 16, 2013",30,93,3.09,26
"Jan 15, 2013",35,109,3.10,34
"Jan 14, 2013",48,165,3.45,37
"Jan 13, 2013",57,170,2.98,46
"Jan 12, 2013",34,80,2.36,28
"Jan 11, 2013",39,140,3.59,28
"Jan 10, 2013",52,187,3.59,45
"Jan 09, 2013",52,124,2.38,42
"Jan 08, 2013",69,195,2.83,52
"Jan 07, 2013",67,162,2.42,51
"Jan 06, 2013",40,93,2.31,29
"Jan 05, 2013",49,139,2.84,36
"Jan 04, 2013",38,106,2.80,33
"Jan 03, 2013",33,104,3.14,27
"Jan 02, 2013",31,123,3.97,26
"Jan 01, 2013",26,111,4.26,18
"Dec 31, 2012",15,56,3.70,13
"Dec 30, 2012",28,133,4.73,25
"Dec 29, 2012",20,47,2.35,15
"Dec 28, 2012",30,63,2.09,27
"Dec 27, 2012",48,132,2.75,28
"Dec 26, 2012",20,98,4.91,17
"Dec 25, 2012",12,24,2.03,11
"Dec 24, 2012",13,46,3.57,10
"Dec 23, 2012",19,46,2.42,11
"Dec 22, 2012",22,63,2.88,18
"Dec 21, 2012",12,45,3.73,12
"Dec 20, 2012",19,52,2.75,16
"Dec 19, 2012",51,129,2.52,40
"Dec 18, 2012",48,169,3.53,37
"Dec 17, 2012",58,175,3.02,46
"Dec 16, 2012",63,186,2.96,53
"Dec 15, 2012",36,98,2.72,32
"Dec 14, 2012",47,142,3.01,44
"Dec 13, 2012",67,206,3.07,53
"Dec 12, 2012",82,218,2.66,70
"Dec 11, 2012",104,294,2.83,84
"Dec 10, 2012",69,178,2.58,59
"Dec 09, 2012",80,219,2.73,69
"Dec 08, 2012",68,219,3.22,58
"Dec 07, 2012",66,188,2.85,48
"Dec 06, 2012",62,185,2.99,52
"Dec 05, 2012",49,117,2.39,44
"Dec 04, 2012",83,272,3.28,66
"Dec 03, 2012",63,159,2.52,52
"Dec 02, 2012",47,140,2.98,44
"Dec 01, 2012",51,134,2.63,42
"Nov 30, 2012",46,106,2.29,38
"Nov 29, 2012",37,104,2.81,35
"Nov 28, 2012",54,115,2.13,44
"Nov 27, 2012",65,182,2.80,56
"Nov 26, 2012",60,159,2.66,55
"Nov 25, 2012",72,207,2.87,58
"Nov 24, 2012",49,115,2.34,39
"Nov 23, 2012",32,105,3.27,30
"Nov 22, 2012",57,185,3.24,50
"Nov 21, 2012",58,255,4.40,48
"Nov 20, 2012",61,182,2.99,52
"Nov 19, 2012",81,229,2.82,70
"Nov 18, 2012",70,197,2.82,51
"Nov 17, 2012",72,195,2.71,57
"Nov 16, 2012",55,170,3.09,52
"Nov 15, 2012",108,278,2.57,87
"Nov 14, 2012",96,259,2.70,78
"Nov 13, 2012",76,181,2.39,65
"Nov 12, 2012",74,197,2.67,66
"Nov 11, 2012",93,284,3.05,73
"Nov 10, 2012",85,255,3.00,68
"Nov 09, 2012",61,154,2.52,52
"Nov 08, 2012",91,301,3.30,74
"Nov 07, 2012",85,254,2.99,76
"Nov 06, 2012",83,245,2.95,72
"Nov 05, 2012",112,331,2.95,96
"Nov 04, 2012",155,550,3.55,112
"Nov 03, 2012",59,167,2.82,52
"Nov 02, 2012",85,282,3.32,61
"Nov 01, 2012",100,303,3.03,81
"Oct 31, 2012",112,320,2.85,91
"Oct 30, 2012",141,363,2.57,115
"Oct 29, 2012",108,342,3.17,91
"Oct 28, 2012",103,287,2.78,89
"Oct 27, 2012",57,167,2.92,52
"Oct 26, 2012",72,219,3.04,60
"Oct 25, 2012",115,283,2.46,91
"Oct 24, 2012",146,492,3.37,121
"Oct 23, 2012",114,373,3.28,99
"Oct 22, 2012",120,385,3.21,99
"Oct 21, 2012",129,384,2.98,109
"Oct 20, 2012",107,355,3.32,91
"Oct 19, 2012",77,247,3.21,62
"Oct 18, 2012",109,373,3.42,94
"Oct 17, 2012",138,377,2.73,120
"Oct 16, 2012",133,390,2.94,113
"Oct 15, 2012",179,519,2.90,150
"Oct 14, 2012",154,376,2.44,125
