Date,Views,Estimated minutes watched,Average view duration,Unique cookies
"Mar 20, 2013",26,62,2.37,24
"Mar 19, 2013",28,62,2.20,23
"Mar 18, 2013",25,56,2.23,20
"Mar 17, 2013",30,80,2.65,27
"Mar 16, 2013",18,48,2.67,15
"Mar 15, 2013",19,54,2.83,17
"Mar 14, 2013",18,35,1.93,16
"Mar 13, 2013",26,54,2.06,22
"Mar 12, 2013",26,53,2.03,18
"Mar 11, 2013",15,49,3.25,13
"Mar 10, 2013",17,51,3.00,15
"Mar 09, 2013",25,64,2.57,22
"Mar 08, 2013",16,40,2.53,15
"Mar 07, 2013",22,59,2.70,18
"Mar 06, 2013",23,66,2.87,20
"Mar 05, 2013",28,61,2.18,20
"Mar 04, 2013",29,77,2.66,25
"Mar 03, 2013",36,101,2.82,32
"Mar 02, 2013",15,42,2.80,13
"Mar 01, 2013",19,35,1.86,19
"Feb 28, 2013",25,50,1.99,21
"Feb 27, 2013",35,100,2.85,30
"Feb 26, 2013",30,70,2.32,25
"Feb 25, 2013",52,137,2.64,43
"Feb 24, 2013",56,155,2.76,33
"Feb 23, 2013",43,152,3.53,35
"Feb 22, 2013",17,50,2.92,17
"Feb 21, 2013",51,92,1.80,44
"Feb 20, 2013",50,155,3.11,41
"Feb 19, 2013",53,132,2.50,47
"Feb 18, 2013",75,186,2.48,60
"Feb 17, 2013",52,135,2.61,44
"Feb 16, 2013",30,100,3.33,23
"Feb 15, 2013",16,47,2.92,14
"Feb 14, 2013",28,73,2.60,24
"Feb 13, 2013",45,111,2.46,37
"Feb 12, 2013",55,160,2.90,48
"Feb 11, 2013",67,156,2.33,59
"Feb 10, 2013",67,182,2.71,60
"Feb 09, 2013",29,72,2.47,25
"Feb 08, 2013",24,58,2.40,21
"Feb 07, 2013",48,119,2.48,32
"Feb 06, 2013",63,177,2.81,55
"Feb 05, 2013",46,124,2.70,38
"Feb 04, 2013",61,185,3.03,46
"Feb 03, 2013",44,90,2.04,35
"Feb 02, 2013",34,104,3.07,30
"Feb 01, 2013",30,65,2.17,27
"Jan 31, 2013",48,128,2.66,43
"Jan 30, 2013",78,230,2.95,64
"Jan 29, 2013",48,114,2.37,35
"Jan 28, 2013",44,143,3.24,40
"Jan 27, 2013",37,98,2.66,33
"Jan 26, 2013",19,43,2.28,17
"Jan 25, 2013",40,98,2.45,32
"Jan 24, 2013",35,92,2.62,33
"Jan 23, 2013",45,136,3.03,38
"Jan 22, 2013",35,87,2.47,31
"Jan 21, 2013",34,74,2.17,32
"Jan 20, 2013",26,66,2.56,24
"Jan 19, 2013",22,72,3.27,19
"Jan 18, 2013",27,62,2.31,25
"Jan 17, 2013",21,45,2.12,20
"Jan 16, 2013",22,53,2.41,16
"Jan 15, 2013",16,40,2.48,14
"Jan 14, 2013",19,55,2.91,18
"Jan 13, 2013",22,50,2.28,17
"Jan 12, 2013",13,41,3.18,13
"Jan 11, 2013",31,75,2.43,25
"Jan 10, 2013",28,62,2.20,26
"Jan 09, 2013",26,68,2.63,20
"Jan 08, 2013",33,73,2.21,26
"Jan 07, 2013",29,75,2.60,22
"Jan 06, 2013",27,52,1.92,18
"Jan 05, 2013",25,65,2.59,23
"Jan 04, 2013",18,52,2.86,14
"Jan 03, 2013",18,38,2.11,14
"Jan 02, 2013",19,60,3.14,17
"Jan 01, 2013",16,40,2.48,14
"Dec 31, 2012",10,20,2.02,10
"Dec 30, 2012",12,25,2.10,9
"Dec 29, 2012",9,14,1.51,7
"Dec 28, 2012",13,44,3.39,13
"Dec 27, 2012",24,63,2.61,15
"Dec 26, 2012",7,18,2.55,7
"Dec 25, 2012",7,19,2.73,7
"Dec 24, 2012",7,19,2.75,7
"Dec 23, 2012",8,27,3.32,7
"Dec 22, 2012",9,11,1.28,8
"Dec 21, 2012",10,18,1.81,5
"Dec 20, 2012",17,45,2.64,16
"Dec 19, 2012",31,90,2.89,27
"Dec 18, 2012",25,74,2.98,23
"Dec 17, 2012",31,69,2.22,28
"Dec 16, 2012",26,57,2.21,24
"Dec 15, 2012",14,25,1.77,12
"Dec 14, 2012",28,71,2.53,22
"Dec 13, 2012",33,65,1.98,29
"Dec 12, 2012",58,130,2.24,45
"Dec 11, 2012",66,151,2.29,58
"Dec 10, 2012",43,91,2.11,32
"Dec 09, 2012",51,86,1.69,37
"Dec 08, 2012",18,26,1.45,17
"Dec 07, 2012",35,76,2.16,26
"Dec 06, 2012",39,87,2.24,35
"Dec 05, 2012",21,55,2.61,20
"Dec 04, 2012",31,54,1.73,28
"Dec 03, 2012",26,53,2.03,22
"Dec 02, 2012",31,89,2.86,27
"Dec 01, 2012",30,81,2.69,26
"Nov 30, 2012",20,48,2.38,18
"Nov 29, 2012",17,46,2.68,15
"Nov 28, 2012",22,43,1.93,19
"Nov 27, 2012",28,60,2.13,22
"Nov 26, 2012",31,97,3.12,26
"Nov 25, 2012",24,58,2.43,20
"Nov 24, 2012",20,37,1.84,15
"Nov 23, 2012",12,28,2.32,12
