Date,Views,Estimated minutes watched,Average view duration,Unique cookies
"Mar 20, 2013",4,3,0.87,3
"Mar 19, 2013",20,22,1.11,14
"Mar 18, 2013",10,12,1.24,9
"Mar 17, 2013",9,12,1.31,7
"Mar 16, 2013",6,8,1.33,5
"Mar 15, 2013",4,2,0.44,4
"Mar 14, 2013",15,15,1.00,11
"Mar 13, 2013",13,13,1.02,12
"Mar 12, 2013",17,23,1.37,15
"Mar 11, 2013",5,8,1.61,5
"Mar 10, 2013",8,6,0.81,6
"Mar 09, 2013",3,4,1.24,3
"Mar 08, 2013",8,11,1.42,6
"Mar 07, 2013",3,3,0.88,3
"Mar 06, 2013",8,8,0.97,8
"Mar 05, 2013",6,6,0.97,6
"Mar 04, 2013",16,17,1.04,12
"Mar 03, 2013",11,11,1.04,6
"Mar 02, 2013",7,8,1.08,7
"Mar 01, 2013",6,9,1.57,6
"Feb 28, 2013",11,19,1.72,8
"Feb 27, 2013",10,14,1.38,10
"Feb 26, 2013",2,3,1.27,2
"Feb 25, 2013",11,18,1.60,9
"Feb 24, 2013",9,6,0.71,8
"Feb 23, 2013",11,18,1.59,11
"Feb 22, 2013",7,8,1.21,6
"Feb 21, 2013",8,12,1.45,8
"Feb 20, 2013",10,22,2.15,8
"Feb 19, 2013",11,13,1.15,9
"Feb 18, 2013",4,8,2.10,3
"Feb 17, 2013",9,14,1.54,7
"Feb 16, 2013",3,8,2.71,2
"Feb 15, 2013",2,0,0.17,2
"Feb 14, 2013",6,4,0.59,3
"Feb 13, 2013",6,7,1.14,5
"Feb 12, 2013",5,10,1.93,5
"Feb 11, 2013",4,14,3.40,4
"Feb 10, 2013",9,9,0.95,9
"Feb 09, 2013",12,22,1.80,9
"Feb 08, 2013",6,10,1.74,6
"Feb 07, 2013",10,10,0.97,7
"Feb 06, 2013",12,16,1.31,10
"Feb 05, 2013",10,10,1.03,9
"Feb 04, 2013",8,14,1.75,6
"Feb 03, 2013",12,14,1.20,12
"Feb 02, 2013",11,21,1.93,8
"Feb 01, 2013",4,6,1.39,2
"Jan 31, 2013",14,15,1.08,11
"Jan 30, 2013",9,11,1.24,8
"Jan 29, 2013",7,8,1.10,7
"Jan 28, 2013",9,15,1.69,8
"Jan 27, 2013",8,16,1.95,6
"Jan 26, 2013",8,14,1.77,8
"Jan 25, 2013",7,7,0.95,7
"Jan 24, 2013",11,18,1.65,9
"Jan 23, 2013",9,6,0.64,7
"Jan 22, 2013",7,12,1.76,6
"Jan 21, 2013",11,13,1.18,11
"Jan 20, 2013",10,16,1.64,10
"Jan 19, 2013",4,3,0.63,3
"Jan 18, 2013",7,14,2.04,6
"Jan 17, 2013",9,13,1.39,5
"Jan 16, 2013",8,5,0.62,7
"Jan 15, 2013",6,9,1.51,6
"Jan 14, 2013",10,15,1.50,9
"Jan 13, 2013",10,14,1.41,9
"Jan 12, 2013",7,8,1.16,7
"Jan 11, 2013",10,18,1.76,8
"Jan 10, 2013",10,11,1.11,7
"Jan 09, 2013",1,2,2.23,1
"Jan 08, 2013",6,9,1.47,4
"Jan 07, 2013",7,14,1.96,6
"Jan 06, 2013",8,11,1.40,7
"Jan 05, 2013",5,8,1.61,5
"Jan 04, 2013",7,5,0.78,4
"Jan 03, 2013",1,0,0.00,0
"Jan 02, 2013",2,1,0.64,2
"Jan 01, 2013",3,5,1.82,3
"Dec 31, 2012",6,9,1.49,5
"Dec 30, 2012",4,8,2.03,3
"Dec 29, 2012",1,2,2.44,1
"Dec 28, 2012",5,7,1.46,4
"Dec 27, 2012",0,0,0.00,0
"Dec 26, 2012",2,4,1.75,2
"Dec 25, 2012",1,0,0.14,1
"Dec 24, 2012",2,0,0.06,2
"Dec 23, 2012",1,0,0.00,1
"Dec 22, 2012",1,0,0.00,0
"Dec 21, 2012",3,3,1.02,2
"Dec 20, 2012",6,7,1.13,6
"Dec 19, 2012",12,18,1.46,11
"Dec 18, 2012",18,14,0.76,15
"Dec 17, 2012",21,24,1.15,20
"Dec 16, 2012",16,13,0.84,14
"Dec 15, 2012",10,14,1.36,9
"Dec 14, 2012",12,20,1.71,12
"Dec 13, 2012",23,23,0.99,20
"Dec 12, 2012",35,40,1.16,31
"Dec 11, 2012",38,44,1.15,33
"Dec 10, 2012",26,27,1.05,23
"Dec 09, 2012",26,33,1.27,23
"Dec 08, 2012",21,24,1.15,17
"Dec 07, 2012",19,23,1.20,18
"Dec 06, 2012",23,31,1.33,17
"Dec 05, 2012",33,44,1.35,31
"Dec 04, 2012",47,58,1.23,39
"Dec 03, 2012",21,24,1.15,20
"Dec 02, 2012",17,14,0.82,15
"Dec 01, 2012",19,25,1.31,13
"Nov 30, 2012",12,19,1.57,8
"Nov 29, 2012",21,30,1.42,19
"Nov 28, 2012",17,22,1.28,16
"Nov 27, 2012",25,38,1.54,17
"Nov 26, 2012",23,26,1.12,22
"Nov 25, 2012",15,18,1.20,14
"Nov 24, 2012",9,8,0.88,9
"Nov 23, 2012",5,4,0.83,5
"Nov 22, 2012",10,20,1.97,9
"Nov 21, 2012",11,16,1.47,11
"Nov 20, 2012",18,29,1.62,16
"Nov 19, 2012",23,22,0.95,18
"Nov 18, 2012",30,39,1.29,27
"Nov 17, 2012",17,23,1.37,13
"Nov 16, 2012",17,20,1.19,16
"Nov 15, 2012",12,20,1.66,12
"Nov 14, 2012",26,28,1.08,24
"Nov 13, 2012",16,18,1.13,13
"Nov 12, 2012",37,48,1.29,30
"Nov 11, 2012",24,34,1.41,23
"Nov 10, 2012",19,24,1.27,12
"Nov 09, 2012",11,10,0.93,10
"Nov 08, 2012",20,25,1.27,15
"Nov 07, 2012",19,33,1.74,13
"Nov 06, 2012",15,18,1.18,13
"Nov 05, 2012",33,40,1.22,26
"Nov 04, 2012",18,20,1.09,16
"Nov 03, 2012",10,13,1.30,8
"Nov 02, 2012",5,8,1.58,5
"Nov 01, 2012",16,17,1.05,14
"Oct 31, 2012",30,30,1.02,22
"Oct 30, 2012",17,15,0.91,14
"Oct 29, 2012",15,12,0.80,14
"Oct 28, 2012",14,23,1.62,12
"Oct 27, 2012",11,16,1.48,10
"Oct 26, 2012",6,6,0.92,5
"Oct 25, 2012",21,26,1.22,15
"Oct 24, 2012",10,10,0.97,8
"Oct 23, 2012",17,19,1.09,13
"Oct 22, 2012",9,17,1.92,9
"Oct 21, 2012",15,18,1.19,12
"Oct 20, 2012",9,12,1.38,4
"Oct 19, 2012",8,4,0.49,7
"Oct 18, 2012",13,25,1.90,9
"Oct 17, 2012",13,14,1.07,9
"Oct 16, 2012",15,12,0.78,10
"Oct 15, 2012",19,19,1.01,13
"Oct 14, 2012",6,5,0.84,5
"Oct 13, 2012",10,14,1.35,8
"Oct 12, 2012",6,11,1.77,6
"Oct 11, 2012",12,13,1.11,9
"Oct 10, 2012",12,14,1.16,12
"Oct 09, 2012",11,18,1.66,11
"Oct 08, 2012",11,34,3.10,11
"Oct 07, 2012",14,15,1.11,11
"Oct 06, 2012",8,10,1.24,6
"Oct 05, 2012",8,11,1.40,8
"Oct 04, 2012",10,9,0.89,8
"Oct 03, 2012",12,15,1.27,11
"Oct 02, 2012",7,4,0.61,6
"Oct 01, 2012",12,18,1.54,10
"Sep 30, 2012",6,10,1.66,5
"Sep 29, 2012",11,14,1.25,10
"Sep 28, 2012",9,12,1.28,6
"Sep 27, 2012",2,1,0.54,2
"Sep 26, 2012",10,5,0.54,7
"Sep 25, 2012",4,5,1.34,4
"Sep 24, 2012",7,11,1.61,7
"Sep 23, 2012",9,13,1.46,7
"Sep 22, 2012",3,1,0.25,2
"Sep 21, 2012",5,2,0.33,5
"Sep 20, 2012",12,15,1.26,10
"Sep 19, 2012",6,9,1.43,5
"Sep 18, 2012",5,6,1.11,5
"Sep 17, 2012",0,0,0.00,0
"Sep 16, 2012",7,11,1.64,7
"Sep 15, 2012",8,14,1.74,7
"Sep 14, 2012",4,2,0.51,4
"Sep 13, 2012",11,17,1.54,11
"Sep 12, 2012",6,4,0.59,6
"Sep 11, 2012",7,5,0.73,7
"Sep 10, 2012",8,14,1.70,7
"Sep 09, 2012",8,9,1.11,8
"Sep 08, 2012",2,2,0.88,2
"Sep 07, 2012",5,4,0.90,5
"Sep 06, 2012",6,12,1.96,5
"Sep 05, 2012",5,7,1.31,5
"Sep 04, 2012",5,8,1.62,4
"Sep 03, 2012",5,4,0.70,5
"Sep 02, 2012",1,2,2.03,1
"Sep 01, 2012",5,10,2.06,4
