Date,Views,Estimated minutes watched,Average view duration,Unique cookies
"Mar 20, 2013",15,40,2.66,9
"Mar 19, 2013",12,28,2.33,10
"Mar 18, 2013",11,25,2.24,9
"Mar 17, 2013",1,9,9.00,1
"Mar 16, 2013",5,18,3.57,5
"Mar 15, 2013",4,8,2.00,1
"Mar 14, 2013",6,17,2.78,5
"Mar 13, 2013",5,21,4.14,4
"Mar 12, 2013",5,10,2.06,4
"Mar 11, 2013",9,33,3.64,8
"Mar 10, 2013",13,35,2.71,8
"Mar 09, 2013",6,18,2.99,5
"Mar 08, 2013",4,17,4.32,3
"Mar 07, 2013",13,17,1.29,6
"Mar 06, 2013",9,15,1.64,9
"Mar 05, 2013",15,62,4.16,12
"Mar 04, 2013",9,35,3.94,8
"Mar 03, 2013",16,86,5.37,13
"Mar 02, 2013",7,30,4.29,7
"Mar 01, 2013",7,20,2.87,4
"Feb 28, 2013",11,39,3.53,8
"Feb 27, 2013",10,15,1.55,10
"Feb 26, 2013",4,14,3.45,3
"Feb 25, 2013",9,29,3.17,6
"Feb 24, 2013",10,18,1.77,6
"Feb 23, 2013",4,17,4.13,4
"Feb 22, 2013",12,45,3.78,7
"Feb 21, 2013",19,56,2.96,14
"Feb 20, 2013",23,71,3.10,16
"Feb 19, 2013",14,54,3.83,10
"Feb 18, 2013",12,15,1.22,11
"Feb 17, 2013",8,36,4.50,6
"Feb 16, 2013",2,8,3.76,2
"Feb 15, 2013",8,24,2.96,6
"Feb 14, 2013",6,15,2.47,5
"Feb 13, 2013",15,49,3.28,11
"Feb 12, 2013",7,32,4.60,7
"Feb 11, 2013",10,20,2.03,10
"Feb 10, 2013",20,47,2.35,15
"Feb 09, 2013",18,92,5.10,14
"Feb 08, 2013",10,41,4.08,8
"Feb 07, 2013",16,46,2.87,11
"Feb 06, 2013",7,20,2.87,6
"Feb 05, 2013",14,37,2.65,11
"Feb 04, 2013",12,47,3.93,9
"Feb 03, 2013",10,57,5.72,6
"Feb 02, 2013",4,17,4.30,4
"Feb 01, 2013",8,41,5.16,7
"Jan 31, 2013",11,44,3.98,8
"Jan 30, 2013",8,25,3.17,7
"Jan 29, 2013",10,45,4.48,8
"Jan 28, 2013",10,39,3.88,9
"Jan 27, 2013",15,56,3.74,12
"Jan 26, 2013",14,74,5.28,13
"Jan 25, 2013",15,56,3.73,10
"Jan 24, 2013",13,51,3.93,10
"Jan 23, 2013",23,96,4.18,15
"Jan 22, 2013",11,45,4.09,10
"Jan 21, 2013",15,17,1.14,11
"Jan 20, 2013",7,15,2.21,7
"Jan 19, 2013",4,21,5.28,4
"Jan 18, 2013",6,35,5.80,6
"Jan 17, 2013",5,12,2.38,4
"Jan 16, 2013",7,18,2.53,5
"Jan 15, 2013",14,39,2.81,14
"Jan 14, 2013",3,9,3.14,2
"Jan 13, 2013",5,10,1.98,3
"Jan 12, 2013",10,26,2.59,7
"Jan 11, 2013",6,22,3.74,5
"Jan 10, 2013",4,17,4.17,4
"Jan 09, 2013",19,49,2.58,11
"Jan 08, 2013",4,5,1.34,3
"Jan 07, 2013",13,47,3.63,12
"Jan 06, 2013",6,19,3.09,4
"Jan 05, 2013",9,49,5.41,9
"Jan 04, 2013",10,43,4.28,8
"Jan 03, 2013",8,33,4.11,7
"Jan 02, 2013",8,17,2.18,5
"Jan 01, 2013",4,33,8.20,3
"Dec 31, 2012",1,3,3.17,1
"Dec 30, 2012",4,4,0.98,4
"Dec 29, 2012",6,15,2.58,6
"Dec 28, 2012",7,18,2.64,6
"Dec 27, 2012",9,24,2.67,9
"Dec 26, 2012",4,12,3.10,2
"Dec 25, 2012",1,0,0.33,1
"Dec 24, 2012",5,12,2.37,5
"Dec 23, 2012",8,9,1.12,6
"Dec 22, 2012",5,17,3.35,4
"Dec 21, 2012",6,30,4.95,6
"Dec 20, 2012",2,7,3.27,1
"Dec 19, 2012",10,40,3.99,8
"Dec 18, 2012",8,26,3.22,6
"Dec 17, 2012",6,17,2.77,3
"Dec 16, 2012",11,48,4.40,10
"Dec 15, 2012",11,22,1.96,10
"Dec 14, 2012",8,20,2.54,5
"Dec 13, 2012",16,33,2.09,14
"Dec 12, 2012",14,37,2.65,14
"Dec 11, 2012",14,52,3.70,8
"Dec 10, 2012",14,42,3.01,12
"Dec 09, 2012",16,43,2.66,13
"Dec 08, 2012",3,17,5.72,3
"Dec 07, 2012",7,35,4.98,7
"Dec 06, 2012",10,24,2.36,9
"Dec 05, 2012",11,48,4.37,7
"Dec 04, 2012",4,18,4.47,4
"Dec 03, 2012",6,16,2.59,5
"Dec 02, 2012",6,20,3.32,6
"Dec 01, 2012",12,15,1.26,9
"Nov 30, 2012",5,1,0.27,4
"Nov 29, 2012",9,41,4.58,8
"Nov 28, 2012",13,23,1.76,8
"Nov 27, 2012",7,14,1.94,7
"Nov 26, 2012",6,12,2.03,6
"Nov 25, 2012",20,60,3.01,12
"Nov 24, 2012",5,14,2.72,5
"Nov 23, 2012",2,0,0.24,2
"Nov 22, 2012",9,51,5.63,5
"Nov 21, 2012",14,44,3.18,10
"Nov 20, 2012",9,15,1.69,9
"Nov 19, 2012",12,35,2.92,11
"Nov 18, 2012",15,66,4.39,12
"Nov 17, 2012",11,31,2.85,9
"Nov 16, 2012",10,29,2.87,9
"Nov 15, 2012",13,39,3.01,10
"Nov 14, 2012",14,49,3.52,13
"Nov 13, 2012",11,26,2.39,10
"Nov 12, 2012",13,50,3.84,12
"Nov 11, 2012",7,18,2.63,7
"Nov 10, 2012",8,26,3.26,6
"Nov 09, 2012",9,31,3.46,8
"Nov 08, 2012",9,61,6.80,8
"Nov 07, 2012",13,32,2.42,9
"Nov 06, 2012",6,22,3.67,6
"Nov 05, 2012",9,17,1.91,7
"Nov 04, 2012",13,62,4.78,13
"Nov 03, 2012",7,18,2.53,6
"Nov 02, 2012",11,35,3.21,10
"Nov 01, 2012",4,15,3.81,2
"Oct 31, 2012",9,28,3.08,8
"Oct 30, 2012",12,52,4.36,10
"Oct 29, 2012",15,57,3.78,12
"Oct 28, 2012",11,20,1.82,7
"Oct 27, 2012",8,22,2.75,4
"Oct 26, 2012",14,28,2.00,8
"Oct 25, 2012",8,40,5.04,6
"Oct 24, 2012",10,31,3.15,10
"Oct 23, 2012",10,32,3.19,7
"Oct 22, 2012",21,69,3.28,18
"Oct 21, 2012",21,95,4.53,13
"Oct 20, 2012",5,15,2.99,4
"Oct 19, 2012",9,39,4.37,8
"Oct 18, 2012",11,34,3.05,9
"Oct 17, 2012",17,74,4.34,14
"Oct 16, 2012",11,29,2.66,9
"Oct 15, 2012",13,31,2.41,10
"Oct 14, 2012",33,80,2.42,27
"Oct 13, 2012",26,39,1.48,23
"Oct 12, 2012",9,34,3.76,9
"Oct 11, 2012",16,46,2.87,13
"Oct 10, 2012",8,18,2.26,7
"Oct 09, 2012",33,82,2.50,16
"Oct 08, 2012",12,31,2.59,10
"Oct 07, 2012",18,75,4.14,12
"Oct 06, 2012",12,45,3.76,8
"Oct 05, 2012",10,17,1.75,8
"Oct 04, 2012",15,39,2.62,13
"Oct 03, 2012",5,10,1.91,5
"Oct 02, 2012",11,42,3.80,10
"Oct 01, 2012",11,30,2.69,8
"Sep 30, 2012",11,26,2.40,10
"Sep 29, 2012",5,13,2.63,5
"Sep 28, 2012",3,21,6.84,3
"Sep 27, 2012",13,41,3.14,11
"Sep 26, 2012",7,32,4.56,6
"Sep 25, 2012",12,43,3.54,9
"Sep 24, 2012",12,43,3.56,9
"Sep 23, 2012",16,65,4.07,13
"Sep 22, 2012",8,46,5.76,7
"Sep 21, 2012",10,28,2.81,8
"Sep 20, 2012",11,37,3.37,8
"Sep 19, 2012",12,45,3.73,11
"Sep 18, 2012",16,56,3.52,13
"Sep 17, 2012",20,93,4.64,15
"Sep 16, 2012",12,55,4.60,7
"Sep 15, 2012",12,46,3.81,9
"Sep 14, 2012",4,13,3.32,4
"Sep 13, 2012",6,8,1.38,5
"Sep 12, 2012",11,38,3.45,6
"Sep 11, 2012",6,23,3.81,6
"Sep 10, 2012",9,34,3.72,8
"Sep 09, 2012",5,18,3.63,5
"Sep 08, 2012",5,4,0.83,4
"Sep 07, 2012",7,23,3.35,6
"Sep 06, 2012",1,8,8.44,1
"Sep 05, 2012",4,7,1.79,4
"Sep 04, 2012",10,55,5.54,7
"Sep 03, 2012",6,17,2.80,3
"Sep 02, 2012",12,35,2.90,10
"Sep 01, 2012",7,23,3.29,5
