Date,Views,Estimated minutes watched,Average view duration,Unique cookies
"Mar 20, 2013",12,38,3.19,11
"Mar 19, 2013",21,56,2.64,19
"Mar 18, 2013",7,14,2.03,6
"Mar 17, 2013",12,27,2.26,10
"Mar 16, 2013",13,24,1.88,11
"Mar 15, 2013",7,14,2.07,7
"Mar 14, 2013",12,34,2.83,12
"Mar 13, 2013",9,18,2.05,7
"Mar 12, 2013",3,4,1.43,3
"Mar 11, 2013",12,29,2.40,12
"Mar 10, 2013",10,19,1.86,7
"Mar 09, 2013",13,33,2.54,12
"Mar 08, 2013",4,17,4.26,4
"Mar 07, 2013",8,19,2.40,6
"Mar 06, 2013",8,20,2.50,8
"Mar 05, 2013",7,13,1.84,5
"Mar 04, 2013",12,28,2.30,10
"Mar 03, 2013",16,35,2.19,15
"Mar 02, 2013",19,32,1.71,16
"Mar 01, 2013",5,12,2.47,4
"Feb 28, 2013",3,5,1.82,3
"Feb 27, 2013",8,16,2.05,6
"Feb 26, 2013",20,46,2.30,14
"Feb 25, 2013",17,36,2.10,15
"Feb 24, 2013",12,22,1.86,11
"Feb 23, 2013",8,17,2.15,7
"Feb 22, 2013",6,1,0.09,6
"Feb 21, 2013",17,39,2.32,15
"Feb 20, 2013",9,8,0.89,7
"Feb 19, 2013",14,23,1.61,12
"Feb 18, 2013",14,24,1.73,10
"Feb 17, 2013",11,24,2.19,8
"Feb 16, 2013",8,24,2.94,5
"Feb 15, 2013",14,14,0.99,9
"Feb 14, 2013",8,21,2.61,7
"Feb 13, 2013",23,51,2.20,17
"Feb 12, 2013",18,24,1.34,15
"Feb 11, 2013",12,24,1.98,7
"Feb 10, 2013",15,32,2.13,11
"Feb 09, 2013",13,48,3.66,10
"Feb 08, 2013",8,23,2.87,8
"Feb 07, 2013",8,18,2.27,8
"Feb 06, 2013",7,14,1.93,7
"Feb 05, 2013",19,27,1.44,16
"Feb 04, 2013",11,38,3.43,9
"Feb 03, 2013",9,23,2.57,7
"Feb 02, 2013",7,18,2.51,5
"Feb 01, 2013",8,20,2.55,7
"Jan 31, 2013",16,45,2.80,11
"Jan 30, 2013",16,49,3.07,14
"Jan 29, 2013",16,43,2.67,15
"Jan 28, 2013",11,39,3.52,11
"Jan 27, 2013",12,23,1.89,11
"Jan 26, 2013",8,22,2.72,8
"Jan 25, 2013",5,18,3.63,5
"Jan 24, 2013",11,15,1.37,10
"Jan 23, 2013",12,42,3.52,8
"Jan 22, 2013",17,28,1.66,11
"Jan 21, 2013",7,19,2.72,6
"Jan 20, 2013",8,22,2.76,8
"Jan 19, 2013",0,0,0.00,0
"Jan 18, 2013",8,13,1.69,8
"Jan 17, 2013",8,16,2.05,8
"Jan 16, 2013",10,28,2.82,9
"Jan 15, 2013",7,11,1.61,7
"Jan 14, 2013",13,29,2.20,12
"Jan 13, 2013",6,11,1.91,5
"Jan 12, 2013",8,20,2.51,5
"Jan 11, 2013",6,18,2.96,5
"Jan 10, 2013",6,23,3.75,5
"Jan 09, 2013",6,23,3.91,6
"Jan 08, 2013",11,22,1.98,9
"Jan 07, 2013",4,12,2.90,3
"Jan 06, 2013",5,12,2.39,4
"Jan 05, 2013",7,17,2.39,6
"Jan 04, 2013",5,6,1.20,4
"Jan 03, 2013",1,0,0.00,0
"Jan 02, 2013",4,6,1.43,4
"Jan 01, 2013",2,1,0.26,2
"Dec 31, 2012",3,0,0.00,1
"Dec 30, 2012",1,1,0.50,1
"Dec 29, 2012",5,12,2.33,4
"Dec 28, 2012",2,3,1.36,2
"Dec 27, 2012",3,5,1.74,3
"Dec 26, 2012",3,9,2.97,2
"Dec 25, 2012",1,0,0.16,1
"Dec 24, 2012",0,0,0.00,0
"Dec 23, 2012",5,14,2.83,4
"Dec 22, 2012",1,0,0.31,1
"Dec 21, 2012",3,3,1.16,1
"Dec 20, 2012",7,11,1.58,7
"Dec 19, 2012",8,11,1.42,7
"Dec 18, 2012",11,27,2.43,10
"Dec 17, 2012",7,19,2.69,7
"Dec 16, 2012",11,14,1.23,11
"Dec 15, 2012",3,8,2.78,3
"Dec 14, 2012",8,25,3.18,6
"Dec 13, 2012",14,40,2.85,13
"Dec 12, 2012",20,43,2.14,17
"Dec 11, 2012",19,57,2.99,17
"Dec 10, 2012",18,44,2.47,15
"Dec 09, 2012",18,54,3.03,13
"Dec 08, 2012",15,37,2.44,12
"Dec 07, 2012",12,19,1.61,11
"Dec 06, 2012",27,69,2.57,19
"Dec 05, 2012",17,41,2.41,15
"Dec 04, 2012",20,64,3.19,16
"Dec 03, 2012",15,34,2.29,15
"Dec 02, 2012",10,19,1.94,10
"Dec 01, 2012",5,12,2.33,5
"Nov 30, 2012",16,31,1.92,11
"Nov 29, 2012",13,31,2.39,12
"Nov 28, 2012",17,47,2.76,14
"Nov 27, 2012",13,22,1.67,11
"Nov 26, 2012",16,36,2.22,15
"Nov 25, 2012",18,40,2.22,11
"Nov 24, 2012",11,20,1.85,10
"Nov 23, 2012",5,8,1.65,5
"Nov 22, 2012",4,13,3.14,4
"Nov 21, 2012",8,23,2.92,7
"Nov 20, 2012",14,55,3.93,10
"Nov 19, 2012",6,10,1.63,6
"Nov 18, 2012",10,26,2.64,8
"Nov 17, 2012",1,0,0.25,1
"Nov 16, 2012",6,17,2.90,3
"Nov 15, 2012",10,21,2.15,9
"Nov 14, 2012",17,41,2.43,14
"Nov 13, 2012",12,38,3.21,9
"Nov 12, 2012",13,33,2.53,12
"Nov 11, 2012",27,40,1.50,17
"Nov 10, 2012",4,7,1.67,3
"Nov 09, 2012",6,6,0.94,5
"Nov 08, 2012",16,32,1.98,13
"Nov 07, 2012",14,33,2.35,10
"Nov 06, 2012",6,10,1.61,6
"Nov 05, 2012",8,28,3.54,7
"Nov 04, 2012",9,18,1.95,9
"Nov 03, 2012",7,4,0.62,5
"Nov 02, 2012",13,25,1.96,9
"Nov 01, 2012",12,24,1.96,11
"Oct 31, 2012",17,32,1.87,13
"Oct 30, 2012",9,22,2.41,9
"Oct 29, 2012",16,45,2.82,12
"Oct 28, 2012",10,28,2.81,8
"Oct 27, 2012",5,23,4.54,3
"Oct 26, 2012",9,15,1.62,8
"Oct 25, 2012",9,18,2.02,7
"Oct 24, 2012",16,32,2.01,13
"Oct 23, 2012",13,23,1.78,11
"Oct 22, 2012",12,44,3.65,10
"Oct 21, 2012",9,24,2.69,7
"Oct 20, 2012",15,43,2.85,10
"Oct 19, 2012",13,28,2.13,10
"Oct 18, 2012",14,24,1.74,12
"Oct 17, 2012",9,20,2.26,9
"Oct 16, 2012",10,39,3.91,9
"Oct 15, 2012",21,44,2.08,18
"Oct 14, 2012",6,21,3.48,5
"Oct 13, 2012",2,7,3.25,2
"Oct 12, 2012",5,12,2.43,5
"Oct 11, 2012",10,16,1.57,8
"Oct 10, 2012",21,47,2.26,17
"Oct 09, 2012",15,48,3.23,11
"Oct 08, 2012",11,28,2.51,9
"Oct 07, 2012",18,15,0.85,12
"Oct 06, 2012",6,22,3.71,5
"Oct 05, 2012",2,0,0.14,2
"Oct 04, 2012",11,42,3.78,9
"Oct 03, 2012",8,17,2.12,7
"Oct 02, 2012",8,20,2.47,7
"Oct 01, 2012",8,10,1.23,6
"Sep 30, 2012",11,25,2.30,10
"Sep 29, 2012",10,22,2.24,9
"Sep 28, 2012",7,6,0.87,5
"Sep 27, 2012",11,27,2.49,11
"Sep 26, 2012",10,17,1.72,7
"Sep 25, 2012",9,2,0.21,8
"Sep 24, 2012",10,23,2.31,9
"Sep 23, 2012",10,16,1.62,8
"Sep 22, 2012",15,42,2.77,10
"Sep 21, 2012",7,23,3.36,7
"Sep 20, 2012",8,8,1.03,6
"Sep 19, 2012",12,19,1.62,11
"Sep 18, 2012",5,13,2.66,4
"Sep 17, 2012",8,17,2.16,7
"Sep 16, 2012",12,22,1.87,9
"Sep 15, 2012",10,35,3.54,8
"Sep 14, 2012",5,9,1.74,3
"Sep 13, 2012",11,13,1.17,8
"Sep 12, 2012",9,16,1.78,8
"Sep 11, 2012",13,25,1.89,11
"Sep 10, 2012",2,6,2.75,2
"Sep 09, 2012",0,0,0.00,0
"Sep 08, 2012",7,24,3.49,5
"Sep 07, 2012",4,14,3.43,4
"Sep 06, 2012",6,12,1.97,6
"Sep 05, 2012",8,16,1.99,5
"Sep 04, 2012",4,10,2.56,4
"Sep 03, 2012",13,23,1.77,7
"Sep 02, 2012",10,21,2.12,4
"Sep 01, 2012",4,7,1.74,3
