Date,Views,Estimated minutes watched,Average view duration,Unique cookies
"Mar 20, 2013",11,24,2.15,10
"Mar 19, 2013",9,16,1.80,7
"Mar 18, 2013",2,10,4.78,2
"Mar 17, 2013",3,4,1.27,3
"Mar 16, 2013",7,20,2.84,4
"Mar 15, 2013",6,17,2.88,5
"Mar 14, 2013",2,4,1.79,1
"Mar 13, 2013",5,42,8.44,3
"Mar 12, 2013",6,10,1.62,6
"Mar 11, 2013",15,34,2.30,12
"Mar 10, 2013",0,0,0.00,0
"Mar 09, 2013",0,0,0.00,0
"Mar 08, 2013",2,7,3.35,2
"Mar 07, 2013",4,13,3.21,4
"Mar 06, 2013",10,20,2.05,7
"Mar 05, 2013",4,2,0.52,3
"Mar 04, 2013",2,0,0.12,2
"Mar 03, 2013",2,3,1.65,2
"Mar 02, 2013",1,0,0.00,1
"Mar 01, 2013",2,5,2.47,2
"Feb 28, 2013",0,0,0.00,0
"Feb 27, 2013",7,12,1.78,7
"Feb 26, 2013",1,3,2.50,1
"Feb 25, 2013",1,0,0.33,1
"Feb 24, 2013",10,23,2.30,5
"Feb 23, 2013",2,7,3.39,2
"Feb 22, 2013",6,43,7.10,6
"Feb 21, 2013",2,1,0.27,2
"Feb 20, 2013",3,3,0.92,3
"Feb 19, 2013",8,24,3.04,5
"Feb 18, 2013",10,17,1.65,6
"Feb 17, 2013",7,37,5.21,4
"Feb 16, 2013",1,7,7.41,1
"Feb 15, 2013",3,9,2.89,2
"Feb 14, 2013",2,4,1.84,2
"Feb 13, 2013",4,19,4.72,2
"Feb 12, 2013",4,8,1.97,4
"Feb 11, 2013",4,22,5.48,3
"Feb 10, 2013",3,1,0.43,2
"Feb 09, 2013",7,12,1.66,5
"Feb 08, 2013",2,12,5.84,2
"Feb 07, 2013",5,24,4.71,4
"Feb 06, 2013",15,45,2.98,8
"Feb 05, 2013",7,11,1.59,6
"Feb 04, 2013",8,14,1.81,6
"Feb 03, 2013",1,10,9.99,1
"Feb 02, 2013",1,6,5.87,1
"Feb 01, 2013",2,5,2.63,2
"Jan 31, 2013",4,4,0.89,2
"Jan 30, 2013",5,9,1.88,5
"Jan 29, 2013",9,17,1.85,4
"Jan 28, 2013",6,10,1.58,6
"Jan 27, 2013",9,12,1.32,5
"Jan 26, 2013",1,0,0.05,1
"Jan 25, 2013",2,8,4.16,2
"Jan 24, 2013",5,23,4.62,4
"Jan 23, 2013",3,10,3.27,3
"Jan 22, 2013",6,7,1.09,6
"Jan 21, 2013",7,29,4.20,6
"Jan 20, 2013",7,15,2.19,7
"Jan 19, 2013",7,21,3.02,6
"Jan 18, 2013",2,0,0.19,1
"Jan 17, 2013",4,19,4.77,4
"Jan 16, 2013",4,2,0.60,4
"Jan 15, 2013",13,68,5.26,12
"Jan 14, 2013",8,13,1.69,7
"Jan 13, 2013",5,4,0.71,3
"Jan 12, 2013",7,7,0.94,5
"Jan 11, 2013",4,0,0.02,2
"Jan 10, 2013",4,2,0.39,2
"Jan 09, 2013",5,9,1.78,5
"Jan 08, 2013",7,27,3.86,6
"Jan 07, 2013",3,8,2.76,2
"Jan 06, 2013",3,8,2.67,3
"Jan 05, 2013",5,10,2.10,2
"Jan 04, 2013",10,52,5.17,8
"Jan 03, 2013",9,25,2.80,8
"Jan 02, 2013",5,9,1.79,4
"Jan 01, 2013",3,10,3.34,3
"Dec 31, 2012",1,6,5.96,1
"Dec 30, 2012",2,1,0.50,2
"Dec 29, 2012",2,0,0.08,2
"Dec 28, 2012",2,2,0.98,2
"Dec 27, 2012",3,0,0.07,2
"Dec 26, 2012",1,6,6.01,1
"Dec 25, 2012",3,15,5.07,3
"Dec 24, 2012",2,9,4.63,2
"Dec 23, 2012",0,0,0.00,0
"Dec 22, 2012",2,8,3.75,2
"Dec 21, 2012",1,1,1.09,1
"Dec 20, 2012",4,12,3.05,4
"Dec 19, 2012",9,19,2.08,9
"Dec 18, 2012",8,30,3.74,8
"Dec 17, 2012",10,34,3.40,7
"Dec 16, 2012",13,39,3.04,11
"Dec 15, 2012",7,17,2.47,7
"Dec 14, 2012",12,61,5.09,7
"Dec 13, 2012",21,70,3.31,17
"Dec 12, 2012",10,27,2.74,10
"Dec 11, 2012",19,39,2.07,17
"Dec 10, 2012",17,41,2.40,14
"Dec 09, 2012",25,108,4.34,19
"Dec 08, 2012",11,46,4.17,10
"Dec 07, 2012",12,21,1.72,10
"Dec 06, 2012",5,16,3.29,5
"Dec 05, 2012",5,29,5.88,4
"Dec 04, 2012",13,45,3.49,11
"Dec 03, 2012",14,23,1.65,11
"Dec 02, 2012",8,23,2.92,7
"Dec 01, 2012",8,11,1.34,5
"Nov 30, 2012",5,20,3.95,2
"Nov 29, 2012",3,12,3.99,3
"Nov 28, 2012",7,25,3.52,4
"Nov 27, 2012",8,29,3.57,7
"Nov 26, 2012",5,21,4.13,5
"Nov 25, 2012",6,10,1.70,4
"Nov 24, 2012",3,12,4.16,3
"Nov 23, 2012",2,1,0.42,2
"Nov 22, 2012",3,2,0.59,3
"Nov 21, 2012",5,23,4.65,5
"Nov 20, 2012",10,29,2.94,8
"Nov 19, 2012",10,68,6.84,6
"Nov 18, 2012",10,29,2.93,8
"Nov 17, 2012",8,26,3.30,7
"Nov 16, 2012",2,7,3.71,2
"Nov 15, 2012",9,23,2.53,9
"Nov 14, 2012",3,19,6.25,3
"Nov 13, 2012",9,19,2.13,8
"Nov 12, 2012",11,41,3.68,10
"Nov 11, 2012",6,15,2.42,6
"Nov 10, 2012",1,2,1.63,1
"Nov 09, 2012",5,12,2.45,5
"Nov 08, 2012",10,32,3.22,9
"Nov 07, 2012",9,11,1.21,8
"Nov 06, 2012",11,32,2.87,10
"Nov 05, 2012",16,32,1.98,13
"Nov 04, 2012",9,44,4.85,8
"Nov 03, 2012",16,31,1.96,14
"Nov 02, 2012",2,1,0.37,2
"Nov 01, 2012",3,0,0.00,2
"Oct 31, 2012",4,16,4.04,3
"Oct 30, 2012",7,22,3.09,7
"Oct 29, 2012",5,21,4.23,5
"Oct 28, 2012",4,18,4.46,4
"Oct 27, 2012",5,16,3.27,5
"Oct 26, 2012",4,13,3.24,4
"Oct 25, 2012",7,21,3.02,6
"Oct 24, 2012",9,39,4.29,9
"Oct 23, 2012",8,38,4.74,6
"Oct 22, 2012",6,25,4.12,5
"Oct 21, 2012",15,33,2.23,13
"Oct 20, 2012",9,30,3.33,8
"Oct 19, 2012",9,17,1.93,7
"Oct 18, 2012",9,41,4.60,9
"Oct 17, 2012",8,23,2.90,8
"Oct 16, 2012",10,29,2.87,8
"Oct 15, 2012",10,38,3.75,9
"Oct 14, 2012",10,34,3.42,10
"Oct 13, 2012",10,66,6.59,7
"Oct 12, 2012",3,11,3.82,3
"Oct 11, 2012",13,24,1.82,12
"Oct 10, 2012",4,3,0.68,4
"Oct 09, 2012",21,56,2.69,10
"Oct 08, 2012",10,42,4.17,9
"Oct 07, 2012",12,51,4.25,10
"Oct 06, 2012",8,37,4.58,5
"Oct 05, 2012",10,36,3.59,10
"Oct 04, 2012",8,15,1.91,5
"Oct 03, 2012",10,15,1.54,7
"Oct 02, 2012",15,49,3.25,13
"Oct 01, 2012",20,49,2.44,16
