Date,Views,Estimated minutes watched,Average view duration,Unique cookies
"Mar 20, 2013",4,22,5.55,3
"Mar 19, 2013",7,29,4.19,7
"Mar 18, 2013",6,22,3.70,6
"Mar 17, 2013",7,27,3.85,6
"Mar 16, 2013",2,12,6.02,2
"Mar 15, 2013",2,1,0.48,1
"Mar 14, 2013",4,9,2.15,4
"Mar 13, 2013",10,27,2.71,7
"Mar 12, 2013",8,22,2.73,6
"Mar 11, 2013",7,33,4.73,6
"Mar 10, 2013",8,25,3.13,6
"Mar 09, 2013",9,36,4.00,8
"Mar 08, 2013",1,8,8.40,1
"Mar 07, 2013",11,32,2.91,9
"Mar 06, 2013",10,61,6.07,8
"Mar 05, 2013",13,47,3.61,11
"Mar 04, 2013",3,11,3.66,3
"Mar 03, 2013",9,29,3.19,9
"Mar 02, 2013",4,19,4.65,4
"Mar 01, 2013",3,28,9.19,3
"Feb 28, 2013",14,87,6.23,7
"Feb 27, 2013",6,24,4.07,5
"Feb 26, 2013",6,44,7.36,6
"Feb 25, 2013",8,23,2.91,8
"Feb 24, 2013",6,11,1.88,6
"Feb 23, 2013",8,38,4.80,4
"Feb 22, 2013",5,9,1.86,4
"Feb 21, 2013",9,28,3.08,8
"Feb 20, 2013",11,28,2.50,9
"Feb 19, 2013",12,38,3.13,11
"Feb 18, 2013",10,45,4.46,10
"Feb 17, 2013",8,29,3.62,6
"Feb 16, 2013",13,40,3.12,10
"Feb 15, 2013",4,12,3.05,4
"Feb 14, 2013",7,37,5.22,7
"Feb 13, 2013",9,35,3.87,7
"Feb 12, 2013",7,25,3.60,7
"Feb 11, 2013",14,55,3.96,12
"Feb 10, 2013",9,70,7.76,8
"Feb 09, 2013",5,13,2.67,5
"Feb 08, 2013",8,35,4.32,8
"Feb 07, 2013",12,62,5.15,11
"Feb 06, 2013",14,65,4.62,10
"Feb 05, 2013",13,42,3.23,10
"Feb 04, 2013",26,152,5.85,22
"Feb 03, 2013",7,17,2.48,7
"Feb 02, 2013",6,26,4.34,6
"Feb 01, 2013",9,19,2.08,6
"Jan 31, 2013",4,31,7.74,4
"Jan 30, 2013",16,63,3.93,15
"Jan 29, 2013",12,50,4.14,7
"Jan 28, 2013",9,36,4.00,8
"Jan 27, 2013",7,22,3.19,7
"Jan 26, 2013",10,69,6.90,8
"Jan 25, 2013",3,9,2.97,3
"Jan 24, 2013",7,25,3.59,5
"Jan 23, 2013",6,26,4.31,4
"Jan 22, 2013",15,72,4.77,11
"Jan 21, 2013",11,47,4.23,9
"Jan 20, 2013",11,32,2.95,9
"Jan 19, 2013",9,25,2.77,6
"Jan 18, 2013",5,28,5.69,5
"Jan 17, 2013",9,26,2.89,9
"Jan 16, 2013",10,36,3.61,9
"Jan 15, 2013",12,39,3.28,12
"Jan 14, 2013",8,8,1.04,6
"Jan 13, 2013",9,37,4.12,8
"Jan 12, 2013",3,9,2.91,3
"Jan 11, 2013",2,3,1.44,2
"Jan 10, 2013",4,20,4.93,4
"Jan 09, 2013",4,3,0.66,4
"Jan 08, 2013",6,27,4.45,5
"Jan 07, 2013",8,57,7.14,8
"Jan 06, 2013",5,25,4.95,4
"Jan 05, 2013",3,19,6.45,3
"Jan 04, 2013",6,12,2.04,3
"Jan 03, 2013",3,16,5.32,3
"Jan 02, 2013",2,0,0.04,2
"Jan 01, 2013",1,8,7.90,1
"Dec 31, 2012",1,0,0.00,1
"Dec 30, 2012",1,3,3.20,1
"Dec 29, 2012",0,0,0.00,0
"Dec 28, 2012",2,8,3.77,2
"Dec 27, 2012",2,6,3.13,2
"Dec 26, 2012",0,0,0.00,0
"Dec 25, 2012",3,7,2.45,3
"Dec 24, 2012",1,7,6.85,1
"Dec 23, 2012",3,11,3.70,3
"Dec 22, 2012",1,1,0.86,1
"Dec 21, 2012",0,0,0.00,0
"Dec 20, 2012",4,11,2.75,3
"Dec 19, 2012",2,3,1.73,2
"Dec 18, 2012",4,18,4.56,4
"Dec 17, 2012",12,42,3.54,12
"Dec 16, 2012",8,59,7.37,7
"Dec 15, 2012",5,26,5.15,5
"Dec 14, 2012",10,35,3.48,8
"Dec 13, 2012",16,64,3.99,14
"Dec 12, 2012",11,29,2.61,8
"Dec 11, 2012",10,28,2.84,6
"Dec 10, 2012",8,21,2.64,8
"Dec 09, 2012",15,73,4.85,13
"Dec 08, 2012",12,48,3.99,9
"Dec 07, 2012",6,28,4.59,4
"Dec 06, 2012",5,26,5.15,5
"Dec 05, 2012",10,20,2.01,8
"Dec 04, 2012",11,38,3.45,9
"Dec 03, 2012",13,34,2.61,10
"Dec 02, 2012",9,31,3.44,7
"Dec 01, 2012",1,0,0.40,1
"Nov 30, 2012",2,4,1.91,2
"Nov 29, 2012",6,33,5.43,6
"Nov 28, 2012",5,19,3.86,3
"Nov 27, 2012",4,23,5.63,4
"Nov 26, 2012",6,27,4.46,5
"Nov 25, 2012",4,21,5.23,3
"Nov 24, 2012",7,23,3.35,7
"Nov 23, 2012",5,14,2.77,5
"Nov 22, 2012",5,18,3.61,5
"Nov 21, 2012",6,25,4.14,5
"Nov 20, 2012",6,42,6.98,5
"Nov 19, 2012",13,49,3.79,11
"Nov 18, 2012",9,44,4.93,8
"Nov 17, 2012",12,70,5.87,10
"Nov 16, 2012",13,31,2.40,7
"Nov 15, 2012",8,30,3.81,6
"Nov 14, 2012",8,41,5.13,8
"Nov 13, 2012",20,84,4.19,18
"Nov 12, 2012",11,46,4.18,11
"Nov 11, 2012",11,30,2.73,10
"Nov 10, 2012",8,22,2.71,7
"Nov 09, 2012",13,55,4.26,9
