Date,Views,Estimated minutes watched,Average view duration,Unique cookies
"Mar 20, 2013",3,0,0.15,3
"Mar 19, 2013",2,1,0.32,2
"Mar 18, 2013",3,17,5.52,3
"Mar 17, 2013",2,9,4.63,2
"Mar 16, 2013",3,13,4.48,3
"Mar 15, 2013",1,7,6.98,1
"Mar 14, 2013",3,26,8.51,3
"Mar 13, 2013",4,1,0.35,3
"Mar 12, 2013",5,8,1.68,3
"Mar 11, 2013",4,10,2.61,4
"Mar 10, 2013",2,1,0.33,2
"Mar 09, 2013",2,1,0.58,2
"Mar 08, 2013",4,15,3.63,4
"Mar 07, 2013",2,0,0.22,2
"Mar 06, 2013",5,33,6.53,5
"Mar 05, 2013",1,3,3.16,1
"Mar 04, 2013",2,1,0.42,2
"Mar 03, 2013",2,1,0.30,2
"Mar 02, 2013",3,1,0.49,2
"Mar 01, 2013",2,16,7.81,2
"Feb 28, 2013",5,13,2.55,5
"Feb 27, 2013",5,15,2.97,3
"Feb 26, 2013",4,4,0.90,3
"Feb 25, 2013",5,13,2.70,4
"Feb 24, 2013",10,32,3.23,9
"Feb 23, 2013",1,5,4.55,1
"Feb 22, 2013",1,0,0.33,1
"Feb 21, 2013",5,23,4.62,4
"Feb 20, 2013",0,0,0.00,0
"Feb 19, 2013",3,13,4.34,3
"Feb 18, 2013",2,6,2.83,2
"Feb 17, 2013",1,0,0.00,1
"Feb 16, 2013",8,26,3.26,5
"Feb 15, 2013",1,1,0.50,1
"Feb 14, 2013",4,9,2.34,4
"Feb 13, 2013",3,17,5.73,2
"Feb 12, 2013",7,3,0.40,6
"Feb 11, 2013",10,27,2.66,6
"Feb 10, 2013",1,11,11.30,1
"Feb 09, 2013",0,0,0.00,0
"Feb 08, 2013",3,17,5.71,2
"Feb 07, 2013",1,11,11.46,0
"Feb 06, 2013",3,24,7.93,3
"Feb 05, 2013",4,16,4.02,4
"Feb 04, 2013",6,5,0.81,6
"Feb 03, 2013",5,18,3.58,5
"Feb 02, 2013",2,11,5.71,1
"Feb 01, 2013",6,14,2.27,5
"Jan 31, 2013",3,2,0.60,3
"Jan 30, 2013",2,3,1.54,2
"Jan 29, 2013",3,13,4.45,3
"Jan 28, 2013",3,10,3.36,3
"Jan 27, 2013",2,3,1.70,2
"Jan 26, 2013",6,24,3.99,5
"Jan 25, 2013",2,3,1.47,2
"Jan 24, 2013",6,19,3.24,6
