Date,Views,Estimated minutes watched,Average view duration,Unique cookies
"Mar 20, 2013",26,96,3.68,22
"Mar 19, 2013",23,47,2.05,15
"Mar 18, 2013",14,64,4.55,12
"Mar 17, 2013",18,48,2.69,16
"Mar 16, 2013",12,30,2.51,12
"Mar 15, 2013",4,15,3.77,2
"Mar 14, 2013",14,43,3.07,11
"Mar 13, 2013",14,38,2.70,13
"Mar 12, 2013",23,48,2.09,17
"Mar 11, 2013",12,19,1.61,9
"Mar 10, 2013",24,61,2.53,22
"Mar 09, 2013",12,43,3.57,10
"Mar 08, 2013",13,32,2.43,10
"Mar 07, 2013",27,78,2.89,23
"Mar 06, 2013",26,87,3.35,22
"Mar 05, 2013",36,110,3.07,28
"Mar 04, 2013",33,82,2.48,24
"Mar 03, 2013",23,70,3.05,15
"Mar 02, 2013",11,7,0.60,7
"Mar 01, 2013",21,69,3.30,20
"Feb 28, 2013",23,57,2.49,20
"Feb 27, 2013",25,67,2.68,22
"Feb 26, 2013",34,94,2.78,29
"Feb 25, 2013",29,80,2.76,28
"Feb 24, 2013",45,140,3.11,40
"Feb 23, 2013",31,89,2.86,26
"Feb 22, 2013",24,68,2.82,20
"Feb 21, 2013",39,123,3.15,34
"Feb 20, 2013",55,136,2.48,44
"Feb 19, 2013",62,247,3.98,53
"Feb 18, 2013",58,197,3.39,48
"Feb 17, 2013",40,116,2.90,30
"Feb 16, 2013",15,53,3.54,13
"Feb 15, 2013",28,98,3.50,22
"Feb 14, 2013",29,99,3.42,25
"Feb 13, 2013",40,125,3.12,33
"Feb 12, 2013",34,99,2.90,28
"Feb 11, 2013",33,108,3.28,30
"Feb 10, 2013",38,119,3.13,35
"Feb 09, 2013",13,30,2.27,12
"Feb 08, 2013",23,55,2.39,17
"Feb 07, 2013",26,63,2.43,21
"Feb 06, 2013",34,95,2.79,31
"Feb 05, 2013",34,111,3.26,30
"Feb 04, 2013",23,80,3.47,20
"Feb 03, 2013",31,89,2.86,24
"Feb 02, 2013",13,27,2.11,11
"Feb 01, 2013",14,50,3.54,12
"Jan 31, 2013",19,40,2.08,14
"Jan 30, 2013",37,113,3.05,31
"Jan 29, 2013",24,61,2.55,24
"Jan 28, 2013",14,42,3.02,13
"Jan 27, 2013",27,71,2.62,21
"Jan 26, 2013",18,58,3.22,15
"Jan 25, 2013",16,36,2.26,16
"Jan 24, 2013",29,84,2.89,25
"Jan 23, 2013",40,106,2.65,31
"Jan 22, 2013",22,74,3.37,21
"Jan 21, 2013",24,67,2.79,20
"Jan 20, 2013",15,27,1.77,14
"Jan 19, 2013",20,76,3.80,17
"Jan 18, 2013",12,39,3.22,9
"Jan 17, 2013",25,95,3.82,21
"Jan 16, 2013",20,77,3.84,18
"Jan 15, 2013",18,65,3.62,16
"Jan 14, 2013",17,51,3.03,15
"Jan 13, 2013",18,47,2.62,17
"Jan 12, 2013",23,64,2.78,19
"Jan 11, 2013",23,64,2.79,19
"Jan 10, 2013",21,70,3.32,19
"Jan 09, 2013",22,83,3.77,17
"Jan 08, 2013",38,114,3.01,31
"Jan 07, 2013",22,65,2.94,17
"Jan 06, 2013",26,69,2.66,19
"Jan 05, 2013",15,56,3.74,10
"Jan 04, 2013",19,52,2.74,15
"Jan 03, 2013",21,84,4.01,18
"Jan 02, 2013",13,57,4.35,12
"Jan 01, 2013",7,16,2.29,7
"Dec 31, 2012",11,25,2.31,8
"Dec 30, 2012",19,43,2.25,12
"Dec 29, 2012",12,29,2.39,8
"Dec 28, 2012",6,19,3.11,6
"Dec 27, 2012",7,16,2.35,6
"Dec 26, 2012",8,47,5.87,8
"Dec 25, 2012",3,5,1.83,1
"Dec 24, 2012",4,13,3.22,4
